no,word
777,mau outernya
778,mdah2an pas launching signal nya brsahabat...biar bsa masuk...ga kya kmrn ga bsa akhrnya ga dpt hiks
779,dippp..
780,@anawidhiclouds ditunggu info selanjutnya ya dear.
781,ada warna apa aja ? @dindavanillahijab
782,@amsahamsahamsah warna lengkap di share ke website ditunggu ya dear.
783,"yang mau titip order bisa kontak kita langsung ya, fee jasa hijab cuma 7000/pcs *freeongkirviashopee"
784,"halo kak, ini ukuran l/xl nya untuk yang berbadan plus size muat ga ya ? mohon infonya \u0001f60a"
785,gk sabr pengeeen \u0001f602\u0001f602\u0001f602
786,knpa gak d cantumin price nya
787,@hefangafr size l lingkar pinggang ny muat sampai 104 cm ka \u0001f60a
788,outernya cantiq
789,@rika_meca price ny nti ada pas launching ka \u0001f60a
790,@nenkeen_ynoes makasih infonya\u2764
791,ohh uyaaa kirain udh launching hehe
792,model pake size berapa ya?
793,gamis dan jilbab dengan kualitas sangat baik insha allah.cek ig bund
794,ini aja si pesenin @sisisyamsiah
795,yg mu nitip order silahkan guys..pengiriman dr bekasi y..
796,"yuk yang mau titip order bisa merapaat \u0001f618 free ongkir via shopee, dropship juga bisa banget \u0001f44c \u0001f601"
797,yg mau titip order bisa langsung dm ya sist..pengiriman langsung dri tangsel
798,"yang mau titip , pengiriman daei sidoarjo \u0001f495"
799,yuk yang mau titip bisa di kami. pengiriman dari bandung. jastip mulai 10rb/pcs. bisa via shopee maupun gojek. dijamin trusted dan selama ini selalu dapat semua titipan \u0001f60d sudah banyak testimoni yah bisa cek #lovelinesstestimoni. info lebih lanjut cek ig ya gak digembok. fix titip langsung dm. no ribet say \u0001f609 @nlh_nunu @rika_meca @hefangafr @nenkeen_ynoes @amsahamsahamsah @jp_furniture @marliatorie
800,@shffamalla @nenkeen_ynoes info detail produk bisa line ke @vanillasupport (pakai @) ya dear.
801,"@rika_meca harga sudah diinfokan untuk pants nya dear, cek postingan terbaru ya."
802,@hefangafr info detail produk seperti size bisa line ke @vanillasupport (pakai @) ya dear.
803,assalamualaikum. yg sibuk atau ga sempet order . bisa jastip di aku yuk. minat langsung dm y mba say. trimsss..
804,price?
805,harganya berapa yak?
806,yg mau nitip boleh dm ya
807,o n model pake size apaaa? @vanillahijab
808,@dindavanillahijab on model pake size apa?
809,siapa yg punya bowbow pants warna grey dan navy? muat xl ga ya?
810,"say, itu transfernya tunggu konfirmasi bay email dulu, apa langsung transfer ya?"
811,mau outer nya
812,iam waiting for the outer :3
813,bowbow pants jeans ada yg pny?
814,"masih ready bowbow pants navy s, minat dm ya say"
815,kak @vanillahijab mw tanya donk.. seingetq aq pesen bobow pants turqoaz ukuran l.. tpi yg dtg m.. klo mw liat history pesenan bisa gak yaa.. barangkali memang aq pesen yg m.. tenkyu..
816,"bisa cek di akun ny mbk say, ada si list orderan ny, buka web, klik masuk, klik di asslamualaikum pilih akun saya, nanti ada list orderan ny say, maaf bantu jwb. @rahmatikacil"
817,makasih infonya @mamah.raisar
818,sama2 mbk say @rahmatikacil
819,cara beli ya gimna?
820,\u0001f603\u0001f603\u0001f603\u0001f603\u0001f603\u0001f603\u0001f603
821,must have item. thank u @vanillahijab membuat kita inshaallah lebih baik dalam berhijab
822,\u0001f60d\u0001f60d\u0001f60d
823,@aidarahayu03 lewat website kaa || yg g sempat order bs langsung chaat dear
824,wowww gk sabar nunggu launching
825,@itasahrie
826,yang mau titip order dm yaaaa
827,"assalammualaikum sis...yg msh berminat sala instan ready (nwt) smua warna kcuali black, rose, cloudy. line: caferegal"
828,"nggak sabar nunggu, tpi klo launching jam 6, itu jam sibuk ibu2 msak buat srapan.. sering klewatan hiks hiks"
829,"@aidarahayu03 order hanya via website vanillahijab.com saat open order, registrasi dan cek @carabelanjavanilla ya dear."
830,yg mau titip order yuk langsung chat dm atau line yaa \u0001f618\u0001f618\u0001f618
831,"@anieariani06 @aidarahayu bisa titip di kita say kl gk sempet order lngsung via web, dm ya"
832,"yg jam 6 lagi sibuk urus ini itu,bisa kok titip ke saya,cek ig kami ya \u0001f60a"
833,yg mau titip order langsung dm atau line yaaa\u0001f618\u0001f618\u0001f618 thankyouu\u0001f618
834,ga ad yg pake pet ya ka \u0001f602 @vanillahijab
835,bahaya ni mo keluarin dress
836,yg minat jastip langsung dm ya mba say\u0001f64f
837,yah diganti pagi lagi
838,"beauty rosie, tiramisu dan white yang minat silahkan dm yaa \u0001f64b\u0001f64b\u0001f338"
839,cakeppp bgtt
840,sukaaaa bgtt deh yg begini lbh syar'i... \u0001f618\u0001f618\u0001f618
841,malam aja ka jangan pagi \u0001f602
842,cantik jilbabnyaa...
843,bisa titip order di kita say @ayuandaa @hafsi_dh
844,"ana skirt teal & maroon 130rb, free ongkir max 30rb.. cek ig u/ produk lainnya. minat dm ya."
845,yg mau titip order bisa lewat aku
846,"yg minat segi4 beauty rosie, dazzle, tiramisu, salem, syana blouse mustard xl, mala rose, sala heart, yuk cek ig, free ong via shopee"
847,"segi 4 beauty, ana basic skirt cek ig kita yuk sis"
848,ini ada yg panjang kak @ariandamayanti
849,bagus mba @arty_angelic
850,pngen. atm zonk
851,\u0001f60d\u0001f60d\u0001f60d\u0001f60d\u0001f60d
852,@sasha_al_ghuroba mbak ini bagus \u0001f60d\u0001f60d\u0001f60d\u0001f60d\u0001f60d
853,yg msh cari tiramisu ya
854,naksir kak yg panjabg gini \u0001f49c
855,\u0001f44d\u0001f44d
856,"ready swing dress rougue n olive, vivy instan cocoate, jeans n lipmatte, anna skirt olive"
857,mba @arty_angelic ro mba @itasahrie korban kudung... roh roh komen truss...wkkwkw
858,hahaha gabung yuks biar kecanduan ahaha @muna.ayu
859,ora waelah mba @arty_angelic makmak pengangguran iki
860,haha ra po2 mba gabung @muna.ayu
861,\u0001f618\u0001f618\u0001f618\u0001f49e\u0001f49e\u0001f49e\u0001f49e
862,hay asslmlkum..yg takut ketinggalan atau gak smpat order bisa titip di aku yaa \u0001f64b kirim dari tangsel \u0001f618\u0001f64f #testimimiiwindow
863,"assalamulaikum, yang mau tapi nggak sempat order bisa bareng aku yaa, jastip 7rb aja\u0001f44cbisa free ongkir via shopee, makasih \u0001f64f"
864,berapa sist
865,yuk yang mau titip order dm ya dr bekasi\u0001f60a
866,"ready mala instan embos jeans,mala instan khahi,diamond valentino cek ig dear"
867,mau \u0001f622
868,mauu tp gak sempet order \u0001f62d
869,ada bumil cantik ... warna kerudungnya cantik
870,bahan ceruti ini nyerap keringat ga ya? mgkn ada yg bs bantu jwb \u0001f64f
871,@maemunah_harris bisa titip order ke kita ya cek ig kita ya \u0001f60a
872,\u0001f338
873,yuk yg mau nitip bisa langsung dm aja\u0001f60a
874,\u0001f618\u0001f618\u0001f618\u0001f618
875,yuk sis @maemunah_harris @ayuandaaa @aidarahayu03 bisa titip order di kita \u0001f60a\u0001f60a
876,\u0001f618\u0001f618\u0001f618\u2764\u2764\u2764
877,ko warna yang biru ini ga ada yaaa \u0001f625\u0001f625
878,@nuurmalla sis sy ada kl minat. free ongkir via shoope : adistizan
879,@listianiaqila @putririzkiih
880,ini mba @arty_angelic hihi
881,bkin yg pasmina donk ka
882,\u0001f60d\u0001f60d\u0001f60d\u0001f60d @jnonguul
883,@vanillahijab nutupin dada ngga min hijabnya?
884,"aduh,bajunya juga bagus \u0001f60d\u0001f60d\u0001f60d"
885,itu blouse nya kece bangeeet
886,leh uga ituuu \u0001f60d @ncieasriani
887,bajunyaa\u0001f604\u0001f60d\u0001f60d
888,ya ampuuunnnnnn\u0001f60d\u0001f60d\u0001f60d\u0001f60d\u0001f60d
889,yaaah knp akhiiiiir bln?? @vanillahijab
890,syantikk.. \u0001f60a\u0001f60a
891,bagaimana pesannya? @vanillahijab
892,outernya gk sekalian launching..naksir bgt smuanya\u25a1
893,unyu hijabx kece badai banget @vanillahijab
894,cntikk \u0001f60d
895,@daramelasari silahkan berburu \u0001f61c\u0001f61c
896,salfok sm blouse nya\u0001f605
897,new again @niaanggraeni1906
898,@syifafaaa menutup dada dan punggung dear.
899,@dyahaef mau dunk\u0001f60d\u0001f60d\u0001f60d
900,berapa harganya sis ?
901,"model nya baru lagi yaaa, chanciikk :-*"
902,cara pesamnya gimna sist?
903,pesen mba.. ntar aku nitip \u0001f602 @listianiaqila
904,aihh..syantiiikkknyaa\u0001f60d
905,@nonalogyy aduh...
906,@bungapratiwi275 harus punya ni buat kalo kondangam \u0001f60d\u0001f60d\u0001f60d
907,yuk sis @firarawi2224 bisa titip order di kita.. \u0001f60a\u0001f60a
908,yuk sis @fitdjon bisa titip order di aku.. \u0001f60a
909,hay..yg tkut ktinggalan atau sibuk di jam upload bsa titip sma ak yaa \u0001f64b mi
910,blousenya..\u0001f60d\u0001f60d
911,pengen blousenyaaaa
912,ini bisa ntup da2 ga hujanny? dipanjangin gt?
913,lucuuu. suka hijab instan nya yg berlayer2
914,*hijabny mksdny sis..hhe
915,brpaan ?
916,blousenyaaaaa
917,yg g sempat order yuuuk langsung chat ajaa dear \u0001f60a\u0001f618
918,gmna cara orderx? @vanillahijab
919,berapaan sis
920,@hilda_april
921,@anisa_hara
922,yuk sis @uleyaadheno bisa titip order di kita \u0001f60a\u0001f60a
923,blousenya lucu\u0001f60d\u0001f60d
924,\u0001f60d\u0001f60d\u0001f60d\u0001f60d\u0001f60d
925,ingiiin @dinirachmaa
926,daleman hijab bisa cek dimari.. \u2764\ufe0f\u2764\ufe0f\u2764\ufe0f\u0001f44f\u0001f44f
927,@marafauziya \u0001f606
928,blouseeeeee nya keren
929,yg mau jastip bsa hub aku yaa. atau dm ya mb say\u0001f60atrimss
930,"blousenya tu brp sist,,djual jg g?"
931,@gayatriareumi
932,sist cara pesannya gmn
933,@vianisa_407 bisa titip order di aku say siapa tau minat bisa dm ya
934,ini bisa dibikin syari ga kak kerudungnya ?
935,mauu sis..
936,"@uleyaadheno bisa titip order di aku kak say, minat bisa dm ya"
937,"@firarawi2224 bisa titip order di aku kak say, minat dm ya"
938,yuk sis @vianisa_407 bisa titip order di kita.. \u0001f60a\u0001f60a
939,mau ikut order ini kagak ma nanti?? @ammaarahma
940,@arum_joe apik yo mbk \u0001f600
941,maaauuuuu
942,berapa harga.x kk
943,mbak @hifa.fauzia naksir ini juga ya?
944,wow \u0001f60d
945,wah... menunggu deskripsi selanjutnya.. bisa menutup dada nggak ya ini?
946,mau bobow pants nyaaa\u0001f60d
947,yuk sis @ariwidya_makeup bisa titip order di kita \u0001f609\u0001f609
948,blouse nya cantik \u0001f49e
949,\u0001f60d\u0001f60d\u0001f60d\u0001f60d
950,@shadina_gallery brp say?
951,mauuuu
952,cantik bangettt hijab nya
953,mba @iamlindks \u0001f60d\u0001f60d\u0001f60d ngiler gk\u0001f602
954,berburu ini ato scarfnya hayoo.. @windaps96 eh salfok blousenya
955,tutorial nya donk kakak @vanillahijab
956,godaan banget sihhh \u0001f60b
957,@sylviemubarak beli atuh \u0001f606
958,xixixi yoi sist @d.islamip \u0001f601 uda emak2 gini suka yg instan2 biar ga ribet pakenya
959,ini brp
960,@hanifa.ha16 aduuuuh godaan tanggal tuaaa \u0001f602\u0001f62d
961,bgus smua hixz.. tgl nya tuaa
962,salah fokus blousenya \u0001f602\u0001f602\u0001f602 @vanillahijab
963,mauuuuu...
964,diii @ratihhendrawan mau gak??
965,"ih cantik banget hijabnya,selalu suka deh sm hijab instannya vanila.ngak sabar mau order"
966,cantikk
967,brp y
968,hari kamis jam brp y sister @vanillahijab
969,love it
970,mauuuu cik @luckytaristiono
971,mau ih ini
972,"@nonalogyy iya nihh,, tobaat \u0001f625\u0001f625"
973,mau video tutorialnya donk
974,gak sbr pimgin kia instanny yg wrn kyk gt\u0001f60d @vanillahijab
975,"belinya gimana neeh ,,@vanillahijab"
976,siapppp @rierri
977,ini brp kak...
978,mauuu
979,order dongg..
980,@rayeea21 cussss
981,itu bajunya kece mbak...@vanillahijab
982,hrg naa
983,org malaysia boleh beli ke?
984,order dong
985,ada wrn hitam'a gk? n cr pesen'a gmn?
986,kak mupeng kak @wulanendarwati
987,yang mau titip yuk dm yaa \u0001f64b\u0001f64b
988,say nie hrganya brapa
989,kayanya naksir bajunya
990,@shadina_gallery brp harga kia instanya sis. boleh nitip
991,yuk sis @sitaveronica @alicetuti @sabhiarkaafra bisa titip order di kita \u0001f60a\u0001f60a
992,nunggu blouse nya\u0001f60d\u0001f60d\u0001f60d\u0001f60d
993,nunu
994,blouse nyaa naksir \u0001f60d
995,bisa nutup dada ga nih @vanillahijab
996,"boleh nih.. buat lebaran besok, tinggal blusuk aja.."
997,@lailii_r hehe ak uda mbatin td pas liat psti lelek pngen \u0001f601 bagus ya \u0001f60d\u0001f60d mdh2an launch abis gajian \u0001f622
998,mbaa pgn blouse yg on model \u0001f60d@vanillahijab
999,@aniisagilang22 harga diinfokan saat open order di website ya dear.
1000,"@sitaveronica warna lengkap akan di share ke website, order hanya via website vanillahijab.com / registrasi dan cek @carabelanjavanilla ya dear"
1001,kamis kak @wulanendarwati belom gajian itu \u0001f622
1002,@alicetuti @santi_nofiasari @sabhiarkaafra harga diinfokan saat open order di website vanillahijab.com/ registrasi dulu dan cek @carabelanjavanilla ya dear.
1003,brp
1004,@fitdjon @firarawi2224 @uleyaadheno order hanya via website vanillahijab.com/ registrasi dan cek @carabelanjavanilla ya dear.
1005,@dijahrafif
1006,@fiaauliaaa @mykinara414 @melisdadamanik @nazwanasihah2215 untuk harga diinfokan saat open order di website dear.
1007,@alindaaltaf sudah ada di postingan ya dear.
1008,"\u0001f34e boleh titip order, atau nanti cek ready stock di rumah yasmine \u0001f618"
1009,mau ini gaa @utamihandiyanti ?
1010,@lailii_r yaaahh mbo jumat ya \u0001f622\u0001f622
1011,@rachaulia nah baru diomongin nih ul nyari yg baru kan..
1012,"@4isy tapi kayaknya pendek yaa, ngga bisa nutup dada \u0001f602"
1013,berapa ya harganya
1014,gak mau ah pengen yg segi 4 gak mau pasmina @lisdamoy
1015,bgss say @fitriaprilliya
1016,berapa ya harganya?
1017,@daradinda_ \u0001f61c @anaalatifah
1018,swing dress nya lagi dong
1019,bajunya bikin gagal fokus
1020,"aisyah instan veil fuschia, moka, laurel, dazzle masih avail. yuk cek ig"
1021,"yg bisa dititipin order mau ya ga kbagian mlu soalnya kmrn, asal jgn mahal2 ya sista lebihnya :) dm me thanks mau kia hijab dan bobow pants 1"
1022,sis mau jilbab nya dong on modek
1023,cantiiik bangeeet \u0001f60d\u0001f60d\u0001f602\u0001f602\u0001f602\u0001f602
1024,"@cutfauziah3 hari kamis ka bru bisa di order,jngn sampe ktinggalan ya so'al ny biasa ny cepet ludees \u0001f602\u0001f602\u0001f602"
1025,harga. a brp @vanillahijab
1026,yg gak sempat order bs titip kia instan bs k maulidina ya dm/ chat k kontak di bio ya \u0001f609
1027,ayooooo tumbaasss aunty... @arurita @anisa_hara @hafizha.ramadhani
1028,pengen ini
1029,i love it \u0001f618
1030,"@drg.wiekeasmara apik, pengen deh"
1031,@desyrdewanti iy lucuk de
1032,berapa harga naya
1033,@maulidinahijab mau dong kak gmn cara order ny
1034,"barangkali ada yg gak sempet order, bisa titip order di kami kak.. insha allah amanah. langsung dm aja yaa makasi \u0001f60a"
1035,"aq mau model ini harga, e brp orde, e gimana makasih"
1036,yang mau titip yuk boleh dm kita yaa \u0001f64b pengiriman dr depok cek #testomonisyafirhijab
1037,yuk yang mau titip bisa di kami. pengiriman dari bandung. jastip mulai 10rb/pcs. bisa via shopee maupun gojek. dijamin trusted dan selama ini selalu dapat semua titipan \u0001f60d sudah banyak testimoni yah bisa cek #lovelinesstestimoni. info lebih lanjut cek ig ya gak digembok. fix titip langsung dm. no ribet say \u0001f609 @mamabellaarisa @cutfauziah3 @drg.wiekeasmara @desyrdewanti @dwisophie @meydacandra @ani_anggraeni227 @nenkeen_ynoes @qqinar @hanarumni_
1038,mb maw kia instantny..gmn crnya?
1039,"@lety_ail open order besok kamis kak, kalo ga sempet order bisa titip order yaa\u0001f618"
1040,kak lu enggak minat?? @nurmala_akbar
1041,hijab nya brp an? cantik aku mau dong..
1042,@lety_ail vanillahijab.com kak..
1043,"@cutfauziah3 bisa dm y mba kirim data lengkapnya, bisa order via shopee minimal belanja 120rb free ongkir maksimal 30rb"
1044,brp ini kak?
1045,\u0001f60d
1046,maksud sy hrg hijab kia instan sist..
1047,hijab kluarn trbaru..
1048,"yg masi minat lala bag peach, bella tunik, swing dress.. cek ig kita ya dear \u0001f338"
1049,"hahahha @itasahrie,, py apa yg akan kita lakukan"
1050,belakang nutup punggung ga?
1051,harganya brpa sist?
1052,"assalamu'alaikum, yg mau titip order bisa langsung dm ya, insya allah dapat warna yg di mau \u0001f60d bisa shopee juga \u0001f618"
1053,@sachiboutique_ jastip nya brp?
1054,dm ya say \u0001f618 @dwishopie
1055,salfok sm blousenya...
1056,mau bajunyaaaa
1057,kalo beli/mesen nggak nunggu kamis bs?
1058,entahlah @arty_angelic
1059,nitip kah jeng \u0001f60c @ikke_yurike
1060,"ready swing dress xl, vivy instan, and ana skirt.. yuk y blm kebagian"
1061,kepengen blousenya
1062,look look jeng \u0001f60c\u0001f60f @yurikeswara
1063,@yudha_indriani ya ampyuunnn ....tidakkkkk \u0001f631\u0001f631\u0001f631
1064,@yudha_indriani aku pngen baju2nya. \u0001f601 bsalah nitip
1065,brpa harga nya sis???
1066,@sisikasari jika minat titip order di kita pengiriman dr bekasi ya bisa dm \u0001f60a
1067,@sisikasari jika minat titip order di kita pengiriman dr bekasi ya bisa dm \u0001f60a
1068,udh khbsn yg rose @vanillahijab \u0001f62d\u0001f62d\u0001f62d\u0001f62d
1069,"aku ada sis,mungkin minat @anis_setiorini"
1070,"kia rose, biyan, frozen cek ya \u0001f60a\u0001f495"
1071,barangnya msh ada gk ya @vanillahijab
1072,@lediya03 sy ada 6warna bun..bisa order via shopee..
1073,"coba bsa dikirimin foto""nya gk yg 6 warna itu @vanillahijab"
1074,@lediya03 cek dm mba
1075,masih ready kia instan fuschia dn gading minat dm ya sat
1076,"hay dear..msih ada kia instan olive n fuschia..bsa check out shopee jga lho, yuukk diorder \u0001f618\u0001f64f"
1077,\u0001f34e\u0001f34e yasmine masih punya warna ini \u0001f618\u0001f618
1078,inaaaah @karinjuu sepertinya ini lucuuuk
1079,"terusan dung mba,pasti keren bgy"
1080,\u0001f496\u0001f496\u0001f496
1081,yuk dm yang mau titip order boleh yaaa pengiriman jne/jnt bekasi\u0001f60a
1082,cant wait for this romantic dress \u0001f60d
1083,atasnya mau liat donggg
1084,mau titip @hijabcantikos
1085,cakeeep motifnya \u0001f60d\u0001f60d
1086,yaaahh rabu pagi.. \u0001f62byg semarang domisili kabar2 mam nitipp
1087,lucuuuuu\u0001f60d\u0001f60d
1088,cantik.
1089,ukuran xl ada
1090,busui ga ya kakk
1091,halo kak @butik_kadesqons menjual produk gamis dan jilbab dengan kualitas sangat baik insha allah. bisa cek ig yah\u0001f60a
1092,yuuuk yg g sempat order bs langsung chat dear \u0001f60d\u0001f60d\u0001f60d
1093,"lucuuu ihh,, mauuu \u0001f60d\u0001f60d"
1094,hay asslmlkum..yg takut ketinggalan atau gak smpat order bisa titip di aku yaa \u0001f64b kirim dari tangsel \u0001f618\u0001f64f #testimimiiwindow
1095,hen beliin @hennylita
1096,"nggak sempet order? bisa titip di kami yaa \u0001f64c low price, best service \u2764 bisa free ongkir dengan subsidi aleesha \u0001f60b very limited seat, thank youu \u0001f64f"
1097,andaikan ukurannya bukan allsize
1098,can't wait
1099,waaaah bkal kebagian gak yaah
1100,berapa harganya\u0001f610\u0001f610
1101,\u0001f60d\u0001f60d\u0001f60d\u0001f60d\u0001f60d
1102,lucu ih
1103,motifnya bikin n print sendiri gitu kak?
1104,\u0001f60d\u0001f60d\u0001f60d\u0001f60d\u0001f60d\u0001f60d\u0001f60d\u0001f60d\u0001f60d
1105,bgs nih ci @sucifwr
1106,"yuk yg mau titip order, bisa langsung chat dm atau line skrg yaaaa \u0001f60d\u0001f60d cek #testimonihavana_hijab"
1107,"assalamulaikum, yang mau tapi nggak sempat order bisa bareng aku yaa, jastip 7rb aja\u0001f44cbisa free ongkir via shopee, makasih \u0001f64f"
1108,bisa titip order ke kita ya....\u0001f60a\u0001f60a
1109,kilho @tokodesy.r. jarene cantik ayu... \u0001f61f\u0001f604\u0001f61c
1110,bagusss \u0001f60d\u0001f60d
1111,@annisa.pebrianti dm ya sis utk info\u0001f60a
1112,cantik sekaleee
1113,@yuliyaantii duh mau ikutan beli utang puasa aja belum lunas \u0001f602
1114,assalamualaikum kakak yuks kepoin daster bali kece n mumer n koleksi mukena @rizcay_muslimah untuk persiapan ramadhan \u0001f60d
1115,bagussss\u2665\u2665
1116,gorgeous. check our collection
1117,assalamualaikum mba say. yg mau ikutan jastip di aku bisa langsung dm ya mba. trimss\u0001f618\u0001f618
1118,bagus kak @wulanendarwati
1119,@lailii_r iy lek baguuusss \u0001f60d\u0001f60d\u0001f60d tp knp uploadnya cepet bgt \u0001f622\u0001f622\u0001f622
1120,syukaaaa.
1121,lucu ni.. @i.s.n.i
1122,@dinidinaryati beliii dinn ahahhaha
1123,@i.s.n.i kmu beli ga?
1124,ehhh iyaaaa lucuuu @puutriwulandarii cusss beli yok!
1125,rebo pagii @karinjuu
1126,\u0001f60d\u0001f60d\u0001f60d\u0001f60d
1127,mauuuuuuuuuu
1128,cant waaaitt \u0001f60d\u0001f60d\u0001f60d
1129,lucuk neh buat lebaran @mariscaaltaisir
1130,sukaaaaaak
1131,kak bikin size besar dunk..ld 106 gitu
1132,cantik
1133,\u0001f60d\u0001f60d\u0001f60d\u0001f60d
1134,menggoda kantong hehehe @vanillahijab \u0001f602\u0001f602\u0001f60d\u0001f631\u0001f64f
1135,tjakeeeup motif nya \u0001f60d
1136,cantik warna ini .... harus punya nih
1137,\u0001f60d\u0001f60d
1138,mauuuuuu
1139,kak..bikin yg ukuran xs dong..
1140,sudah sering gagal order via web site @vanillaforfashion @vanillahijab membuat sy patah hati\u0001f617\u0001f494\u0001f494\u0001f494
1141,pengen.. tp biasanya nggak dapet.. apa daya..
1142,"@vanillahijab...bakal gak kebagian klu lunching ny jm 6 pagi, jm sibuk2ny dirmh persiapan ke ktr, klu boleh saran ya diganti dnk sis jm 8 pagi."
1143,@ratna__antar busui dear. @haslind96 info size bisa line ke @vanillasupport (pakai @) ya dear .
1144,"@weny899 info harga dishare ke website saat open order dear, @harunaten info detail produk bisa line ke @vanillasupport (pakai @) ya dear."
1145,brp harganya sist
1146,mauuuu.....
1147,mauu
1148,mauuuu
1149,mau bisnis hijab..lu kepoin dlu account ini deh @mizanmuhammad_ heuheu..
1150,mbk bisa tidak yah klo order lwat line
1151,yg mau titip order blh di aku yaa. langsung dm aja mba say. maacih\u0001f64f
1152,ndak bsa mba @amanherny7. order hanya via web\u0001f60a bisa titip order ke aku yuk mbasay jka berminat\u0001f64f
1153,aduhhh cantik nya.. tapi btw utang puasa dulu lah haha @annisafarhanah
1154,naksir bgt yg ini
1155,panjangnya 130-135 dong kak
1156,"yuk yg takut ga ke bagian, bisa titip order di kita ya sis, insya allah selalu dapat @amanherny7 @jp_furniture @shasaa \u0001f60a\u0001f60a"
1157,"yuk masih bnyk koleksi sala, mala, fara, vivy, belle, dll. frr"
1158,free ongkir lho... tanpa shopee
1159,mba mw donk .masi ad kah
1160,yuk sis @putristp bisa titip order di kita \u0001f60a
1161,"yg sibuk & mau titip beli, silahkan dm ya\u0001f60a, #testimonichiic"
1162,bagusss bgt \u0001f60d\u0001f618
1163,brp hrganya?
1164,sukaaaaa
1165,size chartnya???
1166,\u0001f495
1167,kak cantikkk yaa .. aq mw @titinsn hehe
1168,@aprilliaranti
1169,mau donng
1170,mau donk yg ini size s...
1171,yg nyari abstract dress size s bisa dm saya ya. saya punya 1pcs td kelebihan ordernya
1172,cara ordernya gmn ?
1173,kak.. ready lagi donk
1174,"yang cari abstrak uk m,bisa dm.saya mau lepas.."
1175,"yg minat garden dress - jewel size s boleh dm, dilepas karena kebesaran, makasih :)"
1176,vrp mba
1177,masih ga
1178,cs bdg timur apa ka?
1179,cs depok apa ya? thanks
1180,duh tas nya \u0001f60d
1181,cs tangerang please? thanks @obladabladi
1182,cs lampung apa ya kak?
1183,yg surabaya cs nya dimana ?@adorableprojects
1184,ikaaa ini cubet @_ikapuspitasari
1185,sepatunya ada warna lain? @adorableprojects
1186,cs jagakarsa jaksel apa ya? thanks
1187,cs pesanggrahan jaksel apa ya? thanks
1188,"kak @adorableprojects, cs kabupaten bogor apa ya ? trs kena ongkir brpa ya kira2 ? mkasih kak..."
1189,cs jakut apa ya ka?
1190,cs kota semarang dong min @adorableprojects
1191,kak kok cs jawa tengah gak balas chat saya ya? yang atas nama riko itu.
1192,ka minta cs bogor makasih\u0001f60a
1193,min yang cs cimahi kok online tapi ga bales chat saya ya? @adorableprojects
1194,kak cs sumut apa yah kak ?
1195,kak sepatunya yg warna putih ada ndak.?
1196,kak cs tambun bekasi apa ya?
1197,cs jakarta timur ka
1198,cs jogja apa kaa ? @adorableprojects
1199,ka kalau mau sepatunya daerah malang gimana ya
1200,gmn cara pesan nya and bisa request gak sis?? thx
1201,kakk mau order. cs buat malang manaa
1202,"tuh yg kek gua, cm gua navy @windawti"
1203,next time bakalan ada yg warna putih ndak kak?
1204,@yasiscaresty bagus ga?
1205,tasnya apa sepatunyaa @moniclairef
1206,sneakernya 1 warna?
1207,tasnya msh ada ga ka
1208,jakbar gimana ordernya?
1209,ka minta cs depok dong
1210,kak aku mau order dari ciputat.. csnya mana??
1211,kalau di luar pulau jawa kayak saya di papua gmana ada cs nya
1212,boleh tag yg pink?
1213,jakpus di mana ordernya ???
1214,bogor gimana ordernya ?
1215,@adorableprojects kak backpack nya itu ada rain cover dan warna lain? minta detail backpack nya
1216,yg ready warna ini aja yaaaa
1217,ka cs tasikmalaya ada?
1218,kak bisa liat size chart nya gak
1219,size 40/41
1220,gak ada 39 nya \u0001f602
1221,yang kirwood
1222,kalo minggu cs ga on ya min?
1223,minta cs jateng min
1224,"ka cs jakarta timur dong, kecamatan pasar rebo."
1225,kak siera sandals yg ukuran 38 detail panjang dan lebarnya boleh kasih info?
1226,ka area jatim bs hub cs mana ya?
1227,yang sierra \u0001f60a
1228,kak mnta cs jawa surabaya
1229,cantik yg hitam kan? @nola_indrianisihombing
1230,kak mnta cs jawa surabaya
1231,cantik @rossameilina_harahap
1232,kak minta cs daerah lampung dong
1233,@allysalinda
1234,@adorableprojects size 40nya ga ad kak?
1235,minnnn....cs tangerang min
1236,min kalo kirwood yg nude sama maroon habis ya? @adorableprojects
1237,beda sm admin line ya?
1238,kaa itu harga promo apa gimna? trus ampe kapan?
1239,mbaaaa @wiraratna
1240,sierra sandal nya ada yg brown / navy nggak kak?
1241,antara 39-40 min @adorableprojects
1242,ka kirwood yang maroon ukuran 40 udh ada blm ya? @adorableprojects
1243,aini look @ainiainulinsani
1244,udh @inabiyyu517 udh mba cs nya tutup aku dm aja uknya brp ?
1245,maauuuuuuuuuuuuuuuu \u0001f622\u0001f622\u0001f622\u0001f622\u0001f622\u0001f622\u0001f622 @fatiiimeh
1246,"yaudah pesen buru, cek contactnya buat area jakbar @ainiainulinsani"
1247,sayang mau itu yg hitam plis .. aku gak bisa trf :( @23griv
1248,sayang ku kamu kan 41 @rahmaheee
1249,tp kalo yg black ready min? @adorableprojects
1250,atau yg ini :( @vickysilvianuzul
1251,ini @fatzha
1252,@vickysilvianuzul gue mah gabutuh pendapat jir :(
1253,"kak, tolong cek dm ya. terima kasih."
1254,"@adorableprojects mau nanya, kontak cs jakbar kok dicari not found ya?"
1255,yg sierra sandals ada size 40 ga kak?
1256,ka mau cs jakarta barat
