id,content,main post,label
agile_reza,errrrrr in loooove,no,baca
susilawati91,Putih 😍😍😍,no,baca
yenifarida77,Love,no,baca
susilawati91,Kece beh @liliwindaa,no,abaikan
fitrialvionitasari,Harga sepatu wae 1april naik kek harga rumahlah plis 😂,no,baca
indifeb,@retnoayuwid,no,abaikan
sannyrss,@yunitankh,no,abaikan
alfierahma,Astagaaaa...kyuuuutttt @chum.y,no,abaikan
sellaslsbls,43 ga ada nih :c,no,jawab
risnaratih,Like this bangeeeeet 😍,no,baca
audreyclarinta,Nul @fregynamelia,no,abaikan
liliwindaa,White pleaseeeeee @susilawati91,no,abaikan
reziannur,"Baru aja beli sepatu dari Adorable, skg masa iya aku bongkar celengan lg buat dapetin yg putih satu ini? Kan pengeeen 😣",no,baca
nsrihariantil,Mauuuuu,no,baca
ari.ratnaningsih,Cakeeepp😍😍 @azisdjhee,no,abaikan
azisdjhee,Buruan ambil @ari.ratnaningsih,no,abaikan
salynputri,@bring.me.the.flowers,no,abaikan
ari.ratnaningsih,Tumbaskee😂😂@azisdjhee,no,abaikan
mithaaldp,Mauu.. Ukuran 41-42 ada??,no,jawab
dinitrianjani,Ka minta contact CS area Ciamis jawa barat dong ko nyari hashtag yg di bio ga ketemu y @adorableprojects,no,jawab
insanikiky,ka mintaa contact area tangerang? @adorableprojects,no,jawab
kimso.v,"Tosca sisain buat aku lo min,,",no,baca
koriyulia,@sanrinlanuari engeeeen,no,baca
adorableprojects,Hi @vinnyutamik klo product kita ready stock kak 😊,no,x
adorableprojects,Hi @syaymanaqiyya untuk yang warna apa kak? 😊,no,x
adorableprojects,Hi @dejulllll hehe all item kita khusus cwe kak 😁,no,x
adorableprojects,Hi @layilakp iya kak saat ini kita baru rilis 3 warna 😊,no,x
adorableprojects,Hi @reziannur hehe beli lg aja kak hehe 😝,no,x
adorableprojects,Hi @mithaaldp untuk yang warna apa kak? 😊,no,x
adorableprojects,"Hi @dinitrianjani Kamu bs hubungi Gilang, Customer Service Area Jawa Barat 2 (Area Jatinangor, Sumedang, Tasikmalaya, Garut, Banjar dan Ciamis) • SMS/Whatsapp : 083822712131 • BB Pin : D426F400 • LINE : adorableprojects008.",no,x
adorableprojects,"Hi @insanikiky Kamu bs hubungi Anggi, Customer Service Area Tangerang • SMS/WA : 089672105734 • BB Pin : 5FE40AAE • LINE : adorableprojects025.",no,x
adorableprojects,Hi @kimso.v hehe siap cepat dia dapet kak heheh 😝,no,x
nana_susanti7169,Kak brapaan?,no,jawab
lalamoraaa,Kak mau contact CS area bogor donk.. yg putih ada no 39-40 ga?? @adorableprojects,no,jawab
citra.frs,Bahnnya bukan canvas ya ka atasnya?,no,jawab
evinobeng,molll 😍 @arfeniydrt,no,abaikan
syaymanaqiyya,"Warna coklat kak, ada fa",no,jawab
mallaallam,@dhewisantoso,no,abaikan
utamigiscy,Ka minta cs Jakarta Timur dong ka,no,jawab
ainiinun,Creamy❤❤,no,baca
siskamadina,Cs surabaya kak,no,jawab
putrifilzahidayat,Mba aku mau contact area Medan dong,no,jawab
tyaskoesuma,Size paling gedhe berapa kak? @adorableprojects,no,jawab
faradifas,@fbyptri uch,no,abaikan
fbyptri,putih coy.  tp 1 april harga normal😂 @faradifas,no,abaikan
susilawati91,Udah di pesen yg white nya @liliwindaa 😍😝 sama ka Endry,no,abaikan
liliwindaa,Tnggu aku akhir bulan depan @susilawati91 😂😂😂,no,abaikan
susilawati91,Wkwkwkwk kembaran pake sepatu keren @adorableprojects ini kita? 😍😍😍,no,abaikan
maulidamaizania,@adellasalm @aylla_120494 iki wae luwih apik,no,abaikan
adorableprojects,Hi @nana_susanti7169 Harga promosi 189rb. 1 April harga normal 210rb,no,x
adorableprojects,"Hi @lalamoraaa Kamu bs hubungi Binar, Customer Service Area Bogor • SMS/WA : 089663892800 • BB Pin : D59D4FD7 • LINE : adorableprojects018.",no,x
adorableprojects,Hi @citra.frs cek dm ya kak 😊,no,x
iffahs,Kak @adorableprojects ini ada size 36 ga? mau kontak buat area cirebon dong,no,jawab
adorableprojects,Hi @syaymanaqiyya kita baru rilis 3 warna itu kak 😊,no,x
adorableprojects,Hi @utamigiscy tepatnya dikecamatan apa kak? 😊,no,x
adorableprojects,"Hi @siskamadina Kamu bs hubungi Ronny, Customer Service area Surabaya • SMS/WA : 083820668920 • BB Pin : D4FCA501 • LINE : adorableprojects020.",no,x
adorableprojects,"Hi @putrifilzahidayat Kamu bs hubungi Deny, Customer Service Area Aceh, Sumatera Utara, Sumatera Barat, Jambi dan Bengkulu • SMS/WA : 081809098587 • BB Pin : D57AFA36 • LINE : adorableprojects011.",no,x
adorableprojects,Hi @tyaskoesuma cek dm ya kak 😊,no,x
indah_slestarii,Ada nob35?,no,jawab
dwilatifa,"Gann,,ucull @hasti_nurillia",no,abaikan
njelenjelin,"@adorableprojects kaaak, boleh minta contact area balikpapan?",no,jawab
crystalmdn,Kak cs jogja dong kak :(,no,jawab
shintazahra13,Pengen area bandung dong @adorableprojects,no,jawab
rahmijuwita71,Nih baru @faizaharsah79,no,abaikan
hasti_nurillia,Yg white sneakers cuanet 💕 @dwilatifa,no,abaikan
dwilatifa,"Bangett,,,tpi bulan iki wes beli 2 utapes,, dan bulan april beli srgam bridesmaid 😱 @hasti_nurillia",no,abaikan
dhewisantoso,Tumbas mbak ssk nggo wisudes @mallaallam,no,abaikan
nazliaannisa,kak ukuran 38 panjangnya berapa? 39 berapa?,no,jawab
rhmkhanns,Kaaa u,no,baca
rhmkhanns,Kaaa untuk area solo gmana??,no,jawab
ko.jeng,38 yg tosca ready ka?,no,jawab
amaliamute,Nyok kembaran @elrisya_ @nur_pebriani,no,abaikan
elrisya_,@amaliamute @nur_pebriani uweyyy gakuat yg putiiihhh...,no,abaikan
sabrina_p06,Model slip on nya dong kak,no,baca
vinnynovitasari,Cs Untuk area Jakarta?,no,jawab
rismanrkml,I want 😘,no,baca
nauliaismi,Ini preorder atau emang ada stoknya?,no,jawab
ariy.07,Kaya gini to yg snaker dunk,no,baca
utarinyan,Kalau mau cod kemana kak? Aku di cimahi hehe,no,jawab
afidaryza,@denboyss den mau iniiiiiiii,no,abaikan
norautami,Yg sebelah kiri itu warna apa ya ka?,no,jawab
syaymanaqiyya,"Yg ujung kanan kak maksudnya, paling atas. Itu ada ukuran 43 kah?",no,jawab
denboyss,Jual ginjal gua nih :( @afidaryza,no,abaikan
riizkyrach,Minta cs area bekasi dong ka,no,jawab
mrsputrif,Cs jogja kak,no,jawab
afidaryza,Gak laku ginjal lu mah @denboyss,no,abaikan
amirulinalstr,beliin dong @herasendra,no,abaikan
nabilajlyns,Ijonya lucu :(,no,baca
riavintage98,kaa untuk area malang gimana? @adorableprojects,no,jawab
shellvybelly,pengennnn @donietaradewan,no,abaikan
nimadedesy,Kak cs kupang ada?? Makasi,no,jawab
adorableprojects,"Hi @riavintage98 Kamu bs hubungi Adit, Customer Service Area Jawa Timur • SMS/WA : 083820416601 • BB Pin : D5043EB0 • LINE : adorableprojects007",no,x
adorableprojects,"Hi @nimadedesy Kamu bs hubungi Yusra, Customer Service Area Bali dan Nusa Tenggara • SMS/WA : 083820114595 • BB Pin : D4AFAF07 • LINE : adorableprojects014.",no,x
adorableprojects,"Hi @mrsputrif Kamu bs hubungi Rio, Customer Service Area DI Yogyakarta • SMS/WA : 089690392401 • BB Pin : D454DCF7 • LINE : adorableprojects003.",no,x
riavintage98,terimakasih @adorableprojects,no,baca
adorableprojects,"Hi @riizkyrach Kamu bs hubungi Okta, Customer Service area Kota Bekasi dan Kabupaten Bekasi (Exclude Cikarang) • SMS/Whatsapp : 083829114398 • BB Pin : D5B1AA61 • LINE : adorableprojects013.",no,x
adorableprojects,Hi @syaymanaqiyya saat ini size paling besar hanya 42 aja kaka,no,x
adorableprojects,@utarinyan kalo kakak mau bisa datang langsung ke warehouse kita,no,x
adorableprojects,"@norautami itu untuk warna nya white, creamy, tosca kak",no,x
utarinyan,@adorableprojects alamatnya kak?,no,jawab
adorableprojects,@nauliaismi all product kita ready stock kak,no,x
adorableprojects,@vinnynovitasari tepatnya jakarta man?,no,x
adorableprojects,Hi @ko.jeng saat ini size 38 ready kakak,no,x
adorableprojects,"Hi @rhmkhanns Kamu bs hubungi Ricko, Customer Service Area Jawa Tengah • SMS/WA: 081222553972 • BB Pin : D5F3CB19 • LINE : adorableprojects012.",no,x
adorableprojects,"Hi @nazliaannisa size 38 sekitar 23,5cm dan size 39 24,5cm kak",no,x
adorableprojects,"@utarinyan Alamatnya :  Komp. Kavling IPTN Jl. Nusantara Raya No. 91 Cihanjuang, Cimahi (Jalan depan pabrik es diamond cihanjuang sebelum sekolah PGRI, cat rumah warna putih ).",no,x
adorableprojects,"Hi @njelenjelin Kamu bs hubungi Rahmat, Customer Service Area Kalimantan • SMS/WA : 083820538647 • BB Pin : 5F48913E • LINE : adorableprojects004.",no,x
adorableprojects,"@crystalmdn Kamu bs hubungi Rio, Customer Service Area DI Yogyakarta • SMS/WA : 089690392401 • BB Pin : D454DCF7 • LINE : adorableprojects003.",no,x
riavintage98,choose one @adnafisah,no,abaikan
adorableprojects,"Hi @shintazahra13 Kamu bs hubungi Simon, Customer Service area Kota Bandung • SMS/Whatsapp : 087825394303 • BB Pin : D5305ABD • LINE : adorableprojects005",no,x
adnafisah,Cream @riavintage98,no,abaikan
riavintage98,seng putih yoopo @adnafisah,no,abaikan
shintazahra13,@adorableprojects pengiriman bisa dr area bandung klu gtu?,no,jawab
dewuri,Ka ada hitamnya ga?,no,jawab
silvanaaf_,boleh nih :) @nonaulia11,no,abaikan
viickyvr_,Kak yg toscw namanya apa di web ?,no,jawab
khansaalrazi,@anastasiahlm_ @tesayuanita,no,abaikan
lushelusiie,kalo untuk cs jakarta ada gak ka?,no,jawab
lushelusiie,jakarta selatan ya ka,no,jawab
fadillatulrahmi,Sis yg coklatnya no 42 ada? @adorableprojects,no,jawab
elsaaokt,Deekk @putriidmk,no,abaikan
husna_amatullah,Size nya hanya 38?,no,jawab
xxxtherealayu,Cs Balikpapan Ada kah ? @adorableprojects,no,jawab
mandazalia,@ainuncahya07 Lucuuuuuu,no,abaikan
putriidmk,ngk suka @elsaaokt,no,abaikan
nur_pebriani,"Ohemjiiii mauuuk, aku tapi ngeceng yg booth nya cha",no,abaikan
sulastri141921,mau yg toska lucuuu,no,baca
annatriar,Ĺ,no,abaikan
mailisalovi,"Kak q mau pesen daerah jatim , wa.nya apa ya kak ? @adorableprojects",no,jawab
ainuncahya07,@mandazalia mau yg mint 😍,no,abaikan
putrdamayanti,Nah yg kayak gini nih tan @intancahayadw aku mau nya. Yg putih sm tosca bagus,no,abaikan
hayani_95,Min yg Jakarta Pusat kontak nya min,no,jawab
aryaadp,Cara mesennya untuk Wil Jakarta gmn yaa,no,jawab
cutmariaam,"Min daerah Bekasi dong,  masih ready gak?",no,jawab
bro.do,"Reappearance of Ponte.Ditemani outsole bermotif batik Parang ciri khas Brodo yang menjadi favorit Brothers selama ini, juga disertai kulit pull-up berkualitas yang pastinya bikin Ponte ga salah jadi pilihan Brothers untuk ngantor serta melakukan berbagai kegiatan lainnya..#PonteIsBack #menstyle #BSFW #BrodoShoesForWork #kicksinframe #leathershoes #MadeinIndonesia #SalamGentlemen.Article :Ponte Brown : bit.ly/BroNewReleaseHarga : Rp 615.000Line@ : @bro.do",yes,x
amandafirdaus88,Mau order kemana,no,jawab
bro.do,"Hallo Bro @amandafirdaus88 untuk pemesanan via website www.bro.do. Kalau ada yang kurang dimengerti, silahkan hubungi CS Om Bro via Call Center 08118545555 atau WhatsApp 081224697199 #TosJantan -FSU-",no,x
ichalimahelu,@archielimahelu @denyristo,no,abaikan
wisnus4putr4,untuk warna apa aja? distore surabaya apa sudah ready?,no,jawab
bro.do,"Hallo Bro @wisnus4putr4 sudah ready di store Surabaya, ayo segera kunjungi dan order mas Bro #TosJantan -FSU-",no,x
refanggass,@serlys20,no,abaikan
zainnurwijayanto,"Di jogja sdh ada store brodo blm? Klo sdh ad, barang tsb Sdh ad store di jogja blm? Thanks",no,jawab
altrinanda,Mewahh 😢,no,baca
arrsidd_,"Keren nih om bro, ada kontaknya ga om bro ?",no,jawab
dodotarafat,Ahhhh Gokil ...Braja aja blom kelar...udah nonggol aja ...menggoda Dompet...top markotop,no,baca
bro.do,"Hallo Bro @arrsidd ada Bro, silahkan Bisa via Call Center 08118545555 , WhatsApp 081224697199 atau Line @bro.do",no,x
bro.do,Hallo Bro @dodotarafat terima kasih atas apresiasinya mas Bro #EnjoyBrodo -FSU-,no,x
archielimahelu,lukk @ichalimahelu @denyristo,no,abaikan
tomthomo,@bro.do kapan masuk semarang ?,no,jawab
ibrahim.saputra13,dikaltim sempat hadir..dan kapan hadir lg??,no,jawab
holandrio,Bos tali sepatu bos,no,abaikan
baunk_heru,Klo udah masuk ke dalem @bro.do store pasti jadi galau pilih yg mana. Markotop sadayana euy,no,baca
challany,Bisa pesen spatu warna broken white / off white?,no,jawab
ro33ydesign,Ponte brown gua udah bulukan... 1st edition 😅,no,abaikan
hdyngrh,Madra black restock dong om @bro.do,no,baca
aryoharyadi,@tubagussakti bgs g,no,abaikan
nu12yrocketmailcom,Store yg di Surabaya lokasi dmn yah?,no,jawab
muhammadrifqiyadisaputra,"Damn, gw suka yang ini😣😣😣😣😣",no,baca
waonekamil,Ini EL bukan?,no,jawab
mbavegagr,Mantabbbbbbb,no,baca
andhiey89,@bro.do yg gak pake tali ada nggak,no,jawab
egsfashion,Di brodo bekasi sudah ada?,no,jawab
kaykaus,Di store surabaya ada kah?,no,jawab
kaykaus,@nu12yrocketmailcom ada di sebelah hotel zoom jemursari,no,abaikan
gagahsantos,Di store bekasi sudah ada?,no,jawab
tatamilo13,@nia_novianti,no,abaikan
bro.do,"@nu12yrocketmailcom hi bro, Brodo Store Surabaya berada di Jl. Jemursari II no 2.",no,x
sitisarah1993,Brodo Pekanbaru dimana ya bro,no,jawab
adeamrandaniel,yg ino ready ga ya di brodo jogja?,no,jawab
bro.do,Hallo bro @sitisarah1993 untuk saat ini belum ada di Pekanbaru mas Bro. Mungkin ada rekomendasi tempat keren untuk pop up store Brodo di Pekanbaru ? Silahkan jika ada saran #TosJantan -FSU-,no,x
randipratamaaaa,@akbarhc_big.interior,no,abaikan
bro.do,Hallo bro @adeamrandaniel untuk informasi stock jogja om bro tidak bisa memastikan nih bro. untuk info pastinya mas bro bisa langsung kunjungi pop up store om bro yang di jogja #SalamGentleman,no,x
bro.do,"Hallo bro @sitisarah1993 untuk store saat ini om bro baru ada di  Bandung, Jakarta, Bekasi, Tangerang dan Surabaya. Untuk lebih lengkapnya beserta mapnya Mas Bro bisa lihat di http://bro.do/id/stores #EnjoyBrodo",no,x
bro.do,Hallo bro @gagahsantos untuk stock bekasi ada bro. bisa langsung kunjungi store om bro #EnjoyBrodo,no,x
bro.do,"Hallo bro @holandrio untuk tali sepatu saat ini sedang Out of Stock bro. Jika ada pertanyaan selanjutnya, Bro jangan sungkan juga untuk menghubungi Customer Service Om Bro di 08118545555  atau kontak lainnya di http://bit.ly/BrodoContacts #SalamGentleman",no,x
bro.do,Hallo bro @egsfashion untuk stock di bekasi bisa langsung kunjungi store om bro untuk kepastian stocknya. jika ada pertanyaan bisa langsung menghubungi Customer Service Om Bro di 08118545555 atau kontak lainnya di http://bit.ly/BrodoContacts #SalamGentleman,no,x
bro.do,Hallo bro @andhiey89 untuk koleksi om bro bisa cek di link http://bro.do/id #SalamGentleman,no,x
bro.do,Hallo bro@ibrahim.saputra13 di tunggu kunjungan om bro selanjutnya ya #SalamGentleman,no,x
bro.do,Hallo bro @arrsidd_ untuk kontakCustomer Service Om Bro di:Call Center	: 0811-854-5555WhatsApp	: 081224697199Line : @bro.doBBM : D20019CEmail : info@bro.do#SalamGentleman,no,x
bro.do,Hallo bro  @nu12yrocketmailcom store Surabaya beralamat di Jl. Jemursari II No.2 Surabaya atau lebih lengkap beserta mapnya bisa Mas Bro lihat di http://bit.ly/BrodoStores #enjoybrodo,no,x
bro.do,"Hallo bro @tomthomo doakan saja semoga om bro bisa mengunjungi kota semarang ya bro . Alternatif lainnya, Bro bisa pesan langsung di Store Online http://bro.do dan pesanan Bro akan dikirim langsung ke alamat tujuan.#TosJantan",no,x
bro.do,Hallo bro @challany untuk pemesanan hanya yang tersedia di website om bro saja. untuk detailnya bisa cek di bro.do/id #SalamGentleman,no,x
bro.do,Sejauh ini masih Store Online ya Bro  @kaykaus,no,x
jajanggustara,harganya berpa ini kak?,no,jawab
jajanggustara,kalo mau beli sepatu ini kirim ke surabaya bisa?,no,jawab
bro.do,"bisa bro @jajanggustara , info harga dan pemesanannya bisa bro lihat dan lakukan langsung di website Brodo. langsung klik aja bro link di bio kami. #EnjoyBrodo -TS-",no,x
jajanggustara,okee broo,no,baca
ayaherry,Utk bdg...store nya dimana bro...,no,jawab
bro.do,"Hallo bro @ayaherry store Bandung beralamat di Jalan Gudang Utara, No. 40B , Bandung atau lebih lengkap beserta mapnya bisa Mas Bro lihat di http://bit.ly/BrodoStores . Ditunggu yah Bro #enjoybrodo",no,x
ayaherry,Ok bro...thx,no,baca
ferifebriandi,Store surabaya dmna yh bro??,no,jawab
bro.do,Hallo Bro @ferifebriandi store Surabaya beralamat di Jl. Jemursari II No.2 Surabaya atau lebih lengkap beserta mapnya bisa Mas Bro lihat di http://bit.ly/BrodoStores . Ditunggu yah Bro #enjoybrodo -FSU-,no,x
faisalhakiki,Release lagi ini model jadul yang sempet discontinue..,no,baca
akbar_h.bakkang,Store makassar ada gak? @bro.do,no,jawab
bro.do,Hallo Bro @akbar_h.bakkang mohon maaf untuk sementara Store Makassar tutup. Alternatif lainnya untuk Order silahkan kunjungi website Om Bro http://bro.do #SalamGentlemen -FSU-,no,x
toyotabintaro,Keren bro,no,baca
arypurwoko,"Ventura warna seperti ini perawatannya baiknya menggunakan apa om @bro.do ? Leather balm? Mink oil? Wax? Need advice, thank you! 🙏🏼",no,jawab
bro.do,Hallo Bro @arypurwoko untuk perlengkapan beserta panduan Perawatan dari Om Bro silahkan kunjungi http://bro.do/id/category/41-shoe-care #TosJantan -FSU-,no,x
yoggysanjaya,store solo mana ya @toyotabintaro,no,jawab
bro.do,"Hallo Bro @yoggysanjaya untuk saat ini Store Om Bro ada di Bandung, Jakarta, Bekasi, Tangerang, Yogyakarta dan Surabaya. Untuk lebih lengkapnya beserta mapnya Mas Bro bisa lihat di http://bro.do/id/stores #EnjoyBrodo -FSU-",no,x
sprtn.piat,bro.. masih ada stok yg ini ga? ukuran 41 rencana mau order ni..,no,jawab
alfons_29,Size 39 ada ?? Klo ada saya mau ambil satu..,no,jawab
jojo0493,Size 38 ?,no,jawab
bro.do,Reappearance of Ponte.Dengan dua varian warna pilihan yaitu coklat dan hitam membuat Brothers nyaman memadu padankan Ponte dengan berbagai jenis outfit yang Brothers sukai.Om Bro harap kerinduan Brothers terhadap produk satu ini sekarang telah terobati..#PonteIsBack #menstyle #BSFW #BrodoShoesForWork #kicksinframe #leathershoes #MadeinIndonesia #SalamGentlemen.Article :Ponte Series : bit.ly/BroNewReleaseHarga : Rp 615.000Line@ : @bro.do,yes,x
mickyabinery,White ponte please,no,baca
kurniawanfebri,Itu model talinya diselipin kebawah ya,no,jawab
ben_damanik,Brodo keren2 tp sayang tokonya gak ada di kota besar semperti medan,no,jawab
bro.do,Hallo Bro @ben_damanik besar keinginan Om Bro untuk membuka Store di seluruh kota di Indonesia. Doakan saja supaya Om Bro bisa segera menambah store #TosJantan -FSU-,no,x
ben_damanik,Amin bro semoga secepatnya cintai produk2 indonesia itu baik.,no,baca
firdiansyahbeny,Designernya syp tuh om@bro.do,no,jawab
prasetya_a737,Kren abis...harus punya😎😎😎,no,baca
candramahardika,Yg sama om @bepe20  kapan nih launching...,no,jawab
dhimasdepe,Nice 😍😍,no,baca
jusri_,😍😍,no,baca
bm_tampubolon,Ini sy udh punya bro,no,abaikan
lenindrian,"Om bro, ini sudah ready???",no,jawab
camping.note,Wow like it!,no,baca
anshar.hakim,Gimana cara pesan n belinya om,no,jawab
hadrianuslesnar,"Om, s bro store qbig serpong ad gk ya stock ponte?",no,jawab
rizamharahap,Gimana cara pesen n belinya om bro ....,no,jawab
radityoajin,Kualitas solenya diperbaiki dulu mas.. Sebelum perluas cabang. Kalah jauh kualitasnya dengan kelas sejenis,no,jawab
bro.do,"@anshar.hakim @rizamharahap Hi Bro, silahkan kunjungi website www.bro.do untuk keterangan lengkap mengenai produk Brodo beserta pemesanannya. jika bro mengalami kesulitan dalam pemesanan, jangan sungkan untuk menghubungi call center kami di 08118545555. #",no,x
bro.do,@radityoajin kritik & saran diterima. makasih bro!,no,x
rahmanjenny,Size 45 ada?,no,jawab
bro.do,Hallo Bro @rahmanjenny untuk model ponte full black size 45 saat ini masih ready. Ayo segera order via website www.bro.do #TosJantan -FSU-,no,x
bro.do,"Hallo bro @rahmanjenny  untuk detail harga, stok tersedia, dan gambaran produk juga pemesanan bisa langsung klik link berikut http://bro.do/id/ #enjoybrodo",no,x
bro.do,Hallo bro @hadrianuslesnar untuk size berapa ?,no,x
bro.do,Hallo bro @lenindrian untuk produk pontenya sudah restock bisa cek http://bro.do/id/ #SalamGentleman,no,x
hadrianuslesnar,@bro.do 39 om broo,no,jawab
aditya.sof,Bagus gak bii?? @egaputri30,no,abaikan
aditya.sof,Bagus gak bii?? @egaputrii30,no,abaikan
egaputrii30,Kan uda punya yg kaya gituu @aditya.sof,no,abaikan
darmanyosefs,"Mau pesen dua varian nih @bro.do, size 39 ready gak? Buat pengiriman ke medan brapa hari? Thanks",no,jawab
kevinnsetiawann,@hao.92 monggo bos,no,abaikan
asderajat,"Saya order, tapi tidak bisa pilih size. Pls advise",no,jawab
bro.do,"Hallo bro@darmanyosefs Silahkan mas Bro untuk order via website http://bro.do/id/ dan untuk pengiriman ke luar pulau jawa 5-7 hari bro. Jika ada yang kurang dimengerti silahkan hubungi CS Om Bro di telepon Call Center: 0811-854-5555, WhatsApp: 081224697199 atau LINE: @bro.do #TosJantan",no,x
bro.do,"Hallo bro @asderajat silahkan bisa  hubungi CS Om Bro di telepon Call Center: 0811-854-5555, WhatsApp: 081224697199 atau LINE: @bro.do #TosJantan",no,x
sigitpoke,Sudah ready kah min untuk store brodo makassar ?,no,jawab
qodhyan,Om ada toko offline tidak di Jakarta?,no,jawab
bro.do,Hallo Bro @qodhyan store Jakarta beralamat di Jl. Kemang Selatan 8 No. 64 B juga di Kuningan City di lt. UG atau lebih lengkap beserta mapnya bisa Mas Bro lihat di http://bit.ly/BrodoStores . Ditunggu yah Bro #enjoybrodo -FSU-,no,x
bro.do,Hallo Bro @sigitpoke mohon maaf untuk sementara Store Makassar tutup. Alternatif lainnya untuk Order silahkan kunjungi website Om Bro http://bro.do #SalamGentlemen -FSU-,no,x
junisnerojr,Gudang selatan yah ? @bro.do,no,jawab
bro.do,"Hallo Bro @junisnerojr store Bandung beralamat di Jalan Gudang Utara, No. 40B , Bandung atau lebih lengkap beserta mapnya bisa Mas Bro lihat di http://bit.ly/BrodoStores . Ditunggu yah Bro #enjoybrodo -FSU-",no,x
barzan.saban,"Di tangerang kata nya ada di QBig BSD CITY ya, apa benar??",no,jawab
bro.do,"Hallo Bro @barzan.saban iya betul Mas Bro, Om Bro hadir di Q-big BSD Mall Tangerang . Ayo segera merapat mas Bro #TosJantan -FSU-",no,x
oshoyhady,@fitrianiiansyar,no,abaikan
muhammadhadiirawan,Yang ukuran 39 ada..??,no,jawab
bro.do,Hallo Bro @muhammadhadiirawan untuk saat ini produk yang Bro maksud sedang out of stock Bro. Mungkin Mas Bro tertarik dengan model lain bisa dicek koleksinya di http://bro.do/id/ #enjoybrodo -FSU-,no,x
attahasrathidayatmalli,Ukurannya standar Indonesia ato luar negeri,no,jawab
bro.do,Hallo Bro @attahasrathidayatmalli Size lokal mas Bro. Ayo segera kunjungi #TosJantan -FSU-,no,x
choco_oey,Mau pesan ini hubungi kmn bisa hubungi saya 0812 8885 0790,no,abaikan
roni.hendra.399,Di jakarta pusat alamatnya d mana mas bro,no,jawab
bro.do,Hallo Bro @roni.hendra.399 store Jakarta beralamat di Jl. Kemang Selatan 8 No. 64 B juga di Kuningan City di lt. UG atau lebih lengkap beserta mapnya bisa Mas Bro lihat di http://bit.ly/BrodoStores . Ditunggu yah Bro #enjoybrodo -FSU-,no,x
bro.do,"Hallo Bro @choco_oey Silahkan mas Bro untuk order via website http://bro.do/id/. Jika ada yang kurang dimengerti silahkan hubungi CS Om Bro di telepon Call Center: 0811-854-5555, WhatsApp: 081224697199 atau LINE: @bro.do #TosJantan -FSU-",no,x
anggaafrianza,"Ada size 45 atau 46, apa uda tersedia di store Surabaya mohon infonya @bro.do",no,jawab
jatmikouns,Store di Jogja di mana ya min? Tks,no,jawab
bro.do,"Hallo Bro @jatmikouns Store Yogyakarta beralamat di Indiecology Cafe Jl. Candra Kirana No.14, Sagan - Terban. Ditunggu yah Bro #enjoybrodo -FSU-",no,x
icco_iscoo,Om @bro.do sepatu ini ada ukuran 46 gag min..??,no,jawab
agung_supriyanto07,@marlina329  Baguss :(,no,abaikan
bro.do,"Reappearance of Ponte.Datang dari kerinduan Brothers akan desain terdahulu Sepatu Brodo yang menjunjung tinggi simple dan stylish dengan aksen dan ciri khas sebagai keunggulannya, Ponte kini kembali hadir dan siap menjembatani langkah Brothers menuju masa depan yang lebih cerah..#PonteIsBack #menstyle #BSFW #BrodoShoesForWork #kicksinframe #leathershoes #MadeinIndonesia #SalamGentlemen.Article :Ponte Full Black : bit.ly/BroNewReleaseHarga : Rp 615.000Line@ : @bro.do",yes,x
nizarandre,@taniaqilla16 bagus ga?,no,abaikan
sultanabhimanyu,Kereen,no,baca
mickyabinery,All white donk om,no,baca
denii_agustian,yang ini di kemang ada ga,no,jawab
muhamadiyan,Ku ngeliatnya nafsu 😣,no,baca
rikyadhiepratama,Dark brown dong,no,baca
bro.do,Hallo Bro @denii_agustian sudah ready mas Bro di Store Kemang. Ayo silahkan segera kunjungi dan order #Salamgentlemen -FSU-,no,x
barathasunarto,@bro.do kalo model yg ada hak nya ada gak?,no,jawab
barathasunarto,@bro.do cari yg da hack nya,no,jawab
denii_agustian,thnks mas @bro.do,no,baca
trikuswandhono,Ukuran paling gede brapa ? Cm ?,no,jawab
khenkkhenk250,Jahitan putih itu emank mas bro ea!!!,no,baca
bro.do,"Hallo bro @barathasunarto  untuk detail harga, stok tersedia, dan gambaran produk juga pemesanan bisa langsung klik link berikut http://bro.do/id/ #enjoybrodo -FSU-",no,x
rezavandemi,"@bro.do suka gan, tp sayang ada jahitan putihnya-,-",no,baca
i_gals89,Sudah ready di brodo store bekasi om bro? @bro.do,no,jawab
bro.do,Hallo Bro @i_gals89 sudah ready mas Bro di Store Bekasi. Ayo segera meluncur dan order #SalamGentlemen -FSU-,no,x
bro.do,Hallo Bro @trikuswandhono untuk model Ponte mulai dari size 39 sampai size 46. Ayo silahkan http://bro.do/id/product/ponte/1177-ponte-full-black.html #TosJantan -FSU-,no,x
alfiandar,"Ponte Brown, size 37 dong om @bro.do 😩",no,jawab
riomarch,jahitan putih di ujung sepatu kurang bagus om @bro.do,no,abaikan
ferryfabimage,signore low ditambahin jahitan putih yaa? hehe,no,jawab
bro.do,Hallo Bro @alfiandar mohon maaf untuk size 37 tidak ada #TosJantan -FSU-,no,x
taufikkhoirudin,Kapan beta stock lg @bro.do ?,no,jawab
alfiandar,@bro.do signore low jg blm restock ukuran 37 om?,no,jawab
e_n_c_y,Itu buat Cwe jga kayanya masuL ya ka . . Bisa gx sih mas bro . . ?,no,jawab
nababan855,Di medan udh ada om @bro.do,no,jawab
