no,id,content,main post,poster post,label
610,sulis_setyawati13,Yg mau jastip monggo dm ya😍,no,no,x
611,dindavanillahijab,@verraherlianaa @demitrasarah order nanti malam jam 19.00 hanya via website vanillahijab.com/ Daftar/Registrasi sebelum order ya dear. Cek @carabelanjavanilla .,no,no,x
612,dindavanillahijab,@imaymayimay harga diinfokan saat open order ya dear.,no,no,x
613,sna_jewelf28,😍😍😍,no,no,x
614,elz_olshop,Brp,no,no,x
615,lisa.karlinaa,Masih d Orchard nggak sis? 😊,no,no,x
616,demitrasarah,Noted 😊,no,no,x
617,jeng_epha,@sulis_setyawati13 mbk aq inbox,no,no,x
618,dindavanillahijab,@elz_olshop harga diinfokan saat open order di website ya dear.,no,no,x
619,dhe_onebeauty,Gk bisa order via IG yah min,no,no,x
620,puput_devansa,@aprilia77,no,no,x
621,erinsupriyanti,Mau titip dong,no,no,x
622,elsyandria,Ada berapa warna ini sist?,no,no,x
623,kmutiaraa,@marikaa_shop brp sis jastipnya?,no,no,x
624,goldvista.co,Bagus bgt,no,no,x
625,zulfarus123,Brp,no,no,x
626,harumi_r,Kpn d upload yah mb @dindavanillahijab?,no,no,x
627,thamita12,Warna lengkap katanya mau diupload mana.........,no,no,x
628,trisma_zone,@mollynoedyes beda ya info detail size via Line n via IG..,no,no,x
629,cachan_ck,Share warna doong. Dan price nya berapa ?,no,no,x
630,ac.oneid,Jastip ❤,no,no,x
631,amalia.shop_,Yang mau titip bsa DM yaa.. pengiriman dari Tangerang,no,no,x
632,zainahijab_id,Yang mau titip masih bisa yaa.. dm ☺️,no,no,x
633,cachan_ck,Ada yg pengiriman dari medan?,no,no,x
634,light_inyou,Brp hargany? Warnany apa aja?,no,no,x
635,ila_queen_123,Yg mau titip bs yaaa,no,no,x
636,tasia_beauty,"yang mau titip, bsa DM pengiriman jakarta.. :))",no,no,x
637,be.sierra,Yg mau nitip bs ya,no,no,x
638,samyangspicylmg,@marikaa_shop kak masi bisa nitip?,no,no,x
639,cachan_ck,Onmod yg dipakai size apa ya?,no,no,x
640,cachan_ck,@vanillahijab,no,no,x
641,samyangspicylmg,yang masih bisa nitip ini siapa ya?,no,no,x
642,wahyuumi,@samyangspicylmg dm yah kak,no,no,x
643,rezy.aprillasm,@zainahijab_id wrn & hrgx?,no,no,x
644,be.sierra,@dhe_onebeauty hanya lwt website mba,no,no,x
645,aray_lim,cakepp ini warnanya... kisaran brp y??? smoga bruntung deh 😂,no,no,x
646,zainahijab_id,Dm ya @rezy.aprillasm @samyangspicylmg,no,no,x
647,mollynoedyes,Gag bisa akses😟😟,no,no,x
648,aaliyahijab,Full.....,no,no,x
649,nyaidewi,mau pesan yg L,no,no,x
650,shaura29,Yg mau jastip bisa lgsg DM aja ke aku ya😊,no,no,x
651,fnnynrsyf,Yang mau jastip boleh dm ke aku,no,no,x
652,rosalia_kusumadewi,"@nyaidewi sy ada mba size L , DM yaa",no,no,x
653,ainitsme,Gak kebagian 😖,no,no,x
654,samyangspicylmg,swing white s mau dong kak aku,no,no,x
655,erinkaomera,YAng ada warna Lips ukuran L kabari ua,no,no,x
656,prelovedsurabaya_a,yang dapet benz M aku mau dong😭😭😭,no,no,x
657,deasy2601,Susahnyaaa jika ingin order lebih dari 1... begitu masuk chart (saat milih produk lain) eh lenyap begitu saja.,no,no,x
658,dewinnisa,"Jeans, swing blouse M ada ga?",no,no,x
659,ndahb,Langsung sold out 😭,no,no,x
660,nandaariffani,Cepet bgt sold out nya,no,no,x
661,ligiligishop,Ready swing blouse khaki uk L😊 minat?dm,no,no,x
662,violinshouse,"Available swing blouse SALEM,LIPS,JEANS XL 😊",no,no,x
663,diastutiek,Mba knp yg baru di upload ini saya sudah klik pesan sekarang tapi stoknya tiba2 habis..sudah 2x seperti itu tiba mau pesen yg lain yg masih ready tapi dinyatakan sudah tidak bisa memesan lg karena sudah  over pesanannya..jadi gak dapat apa2..😢,no,no,x
664,wwf_collections,Saya ada warna ini size S. yg minat dm,no,no,x
665,larastiastevani,"Guys,, yg punya Lips M,, kalo ada mau yah,,,",no,no,x
666,_nabilamp_,Ada yg punya s atau M ?,no,no,x
667,drfloree,Swing misty size s 😭😭,no,no,x
668,cookies_attire,Ready Swing moka m. Dm,no,no,x
669,tndbutik,@_nabilamp_ saya ada mba m cek ig ya,no,no,x
670,nafisars_,"baru mau order udah sold out ajalah, so saaad😭😭 @vanillahijab",no,no,x
671,delvyselvia,Keabisan.. 😭😭 pdhl pengen banget...,no,no,x
672,hello_adv,Ready SOON at @hellohijab_id: MELODY BLOUSE & SWING BLOUSE. hubungi konfak di bio for more! bisa via SHOPEE juga loh!!!😍😜💘,no,no,x
673,tndbutik,@_nabilamp_ saya ada mba swing blouse m klo mau dm ya,no,no,x
674,caviasshop,"Ready Swing Blouse Tiramitsu S,  Benz S, Melody Blouse Olive S... Free ongkir Lewat shopee ID Cavia17",no,no,x
675,caviasshop,Ready warna ini uk S... Cek ig ya,no,no,x
676,rvina_v,Brp,no,no,x
677,avalovable,"Ready soon melody khaki size s, yg minay bisa langsung chat ya",no,no,x
678,tndbutik,Ready soon swing blouse lips m benz L melody blouse olive L dusty M grey L segiempat jasmine mint,no,no,x
679,tndbutik,@delvyselvia saya ada mba bisa lihat ig ya,no,no,x
680,endang1501_,Ada yang ready size L dm say,no,no,x
681,iconiaa_collection,@_nabilamp_ aku ada kaka,no,no,x
682,ila_queen_123,Ready swing blouse misty L,no,no,x
683,rosalia_kusumadewi,@endang1501_ sy ada mba DM yaa,no,no,x
684,rimanrk,Yg mau lepas size s dm,no,no,x
685,claireshop26,Ready swing mokka S & melody grey S,no,no,x
686,lalaa_cinta,Cara pesan gmn ?,no,no,x
687,nmasitah,Swing blouse benz M yg minat langsung ke @nubless_jastip yaaa,no,no,x
688,bulbulshop_id,"ready soon swing blouse khaki xl, minat dm",no,no,x
689,ekkazhiie,"Mba  @endang1501_ sya swing blouse jeans uk. L tteh , lw minat hrga vanilla aj😊😊",no,no,x
690,pastel.byputri,"Yang mau khaki S, mokka S dan M ready ya 😊🙏🏼",no,no,x
691,endang1501_,@ekkazhiie cek dm kak,no,no,x
692,whitesmokyrose,Ready soon swing blouse tiramissu lips salem khaki moka all in size m yahh 😊😊😊 silahkan dm,no,no,x
693,luvagallery,"Ready soon Swing Blouse benz XL, Lips XL, Khaki XL dan Melody Blouse Emerald XL, Grey XL. Pengiriman tangerang ❤",no,no,x
694,cookies_attire,Assalamualaikum. Ready soon. Segi4 all colours. Swing moka M. Minat dm ya wassalam,no,no,x
695,angelinezararojali,Dpt si Benz ini luv 😘😘,no,no,x
696,amirulinalstr,restock lg doong,no,no,x
697,yanie_aguestine,Mau donk kak,no,no,x
698,claireshop26,@yanie_aguestine @amirulinalstr ready melody grey s n swing mokka S,no,no,x
699,claireshop26,@rimanrk cek dm mba,no,no,x
700,yanie_aguestine,Yg M adakah??? @claireshop26,no,no,x
701,claireshop26,S only ka @yanie_aguestine LD 92,no,no,x
702,caviasshop,"Ready Swing Blouse Benz S, Melody Blouse Olive S... Free ongkir Lewat shopee ID Cavia17",no,no,x
703,caviasshop,@rimanrk saya ada mba uk S,no,no,x
704,sandradiyanpurnamasari,Kak ada yang punya ukuran xl ?,no,no,x
705,shaura29,MELODY BLOUSE & SWING BLOUSE READY ALL COLOR masing2 1pcs. DM now. For serious buyer only,no,no,x
706,ririndha,Seperti biasa kehabisan 😭😭😭,no,no,x
707,wwf_collections,"Swing blouse benz, jeans, misty, size S",no,no,x
708,uwais.alqorni3,@muslimahhijab.id punya yg ini xl gk mba,no,no,x
709,hijab_cantik2052,Ready soon swing blouse lips size S,no,no,x
710,lisa.cha85,Mau jilbabnya,no,no,x
711,caviasshop,Cek ig yaa ada warna ini uk S.. Bisa lewat shopee ID Cavia17 yaa jd free ongkir,no,no,x
712,hijab.yuki,Saya ada warna ini size xl ^^,no,no,x
713,vanillahijab.jastip,"Yang mau warna ini , saya ada ya size L 😍😍😍",no,no,x
714,fuji2992,Ready warna ini size M yaa 😊,no,no,x
715,dkproject0505,Ready soon benz size L 😊❤,no,no,x
716,fazzia.id,"Ready soon swing lips XL, benz XL, khaky L",no,no,x
717,ilfha_sofwan,Yang punya ukuran M dm yaa,no,no,x
718,rosalia_kusumadewi,@ilfha_sofwan cek dm mb,no,no,x
719,noinsshop,"Avail swing blouse lips M, XL | khaki XL | tiramisu S | moka S ; melody blouse croco M 💕 lsg dm yah sis :)",no,no,x
720,hijab.yuki,@sandradiyanpurnamasari saya ada kak swing blouse benz size xl,no,no,x
721,winay.hijab,READY di kita silahkan DM:),no,no,x
722,nonanunuu,Yaallah kurus jasa 😆,no,no,x
723,wwf_collections,Ready swing blouse jeans dan benz size S,no,no,x
724,diniesusanti,Ready 1 swing blouse Benz uk L . Minat DM ..,no,no,x
725,pumpkin_id,Ready swing blouse benz size L,no,no,x
726,vanillahijab,Segi4 Jasmine ready stock malam ini yaaaBahan titanium silk (mirip maxmara) uk 120x120cmMotifnya cantiiiiik bangetHarga 65ribu/pcswww.vanillahijab.com,yes,yes,x
727,deshy.setyawan,Gak sabarrr semoga kebagiaaab,no,no,x
728,riiajuly,Cakeepp😍😍😍😘,no,no,x
729,deasy2601,Kapan diupload warna2nya? Biar bs milih2 dl sebelum jam 7,no,no,x
730,a.morestore,❤,no,no,x
731,msglowby_sr,"Ready segi4 cotton mustard,black, segi4 floresta navy,tiffany cek ig pengiriman dri malang bisa shopee juga🙋‍♀️😉",no,no,x
732,pengrajinkain,"Yg masih cari2 Segi 4 Catton Yuk mampir, masih ada Greentea, sunkiss, black, heart, lilac. Subsidi ongkir via shopee, shipping Cilacap",no,no,x
733,devianaduku,"Kak, aku punya warna ini kak kalau mau bisa DM aku yaa 😍😍😍",no,no,x
734,kykyrizkyzuanaa,Assalammualaikum kak @vanillahijab pants nya gaada yg ready ?,no,no,x
735,collection_ayda,follow ig kita yu.. ready blouse and outer 😍,no,no,x
736,dinda.vh,@deasy2601 warna lengkap akan dishare ke website sebelum open order dear.,no,no,x
737,dinda.vh,@kykyrizkyzuanaa ditunggu info selanjutnya ya dear.,no,no,x
738,yunhcorps,Inner rajut premium 3pcs 70k 💕,no,no,x
739,contagious_shop,Yg mau nitip DM ya only 15rb/pcs krm dr bekasi 😊,no,no,x
740,fitsyahdill,Min kalo beli 2 item tp 1 account ongkirnya beda2 apa ttp jadi satu?,no,no,x
741,padussy2016,Sis...restart password knp ga bs ya? Saya lupa password akun saya,no,no,x
742,marwa_hijab18,"@dinda.vh udh jam5 kak,msh blm d share aja warna2nya.. 😁😂",no,no,x
743,sabine.hijab,👈👈Jilbab Premium ** Beli ecer ** Harga grosir,no,no,x
744,dindavanillahijab,@marwa_hijab18 ditunggu ya dear.,no,no,x
745,dindavanillahijab,@fitsyahdill beli dalam 1x checkout bisa bberapa produk dan ongkir jadi 1 dear. Sehari hanya bisa 1x order. Untuk jumlah order bisa LINE ke @vanillasupport (pakai @) ya.,no,no,x
746,rahmarahmi.id,"@fitsyahdill ongkirnya di hitung per kg kak,",no,no,x
747,dindavanillahijab,"@padussy2016 klik lupa password masuka email yang terdaftar, lalu cek emailnya ya dear.",no,no,x
748,padussy2016,@dindavanillahijab udh sis dari jam 3 td..saya sdh cek email tp blm terima notifikasinya,no,no,x
749,narashopp.id,Yang ga kebagian warna ini bisa dm yah,no,no,x
750,chaviagallery,Availble warna ini ya😊,no,no,x
751,hijabdave,SEGI 4 JASMINE ALL COLOUR YUK CEK 💕,no,no,x
752,fadila_,"Yang mau warna ini saya punya, bisa dm tanpa fee jastip",no,no,x
753,fnnynrsyf,ready swing moka s n melody grey s,no,no,x
754,fnnynrsyf,Sya punya wrna ini yang minta dm ya,no,no,x
755,elismahfudz,"Available mint,white, dusty",no,no,x
756,steffikartika,Sy punya warna ini.minat dm bs via shopee,no,no,x
757,myrtlehouse_,"Ready soon White, mint 😍",no,no,x
758,chrlyna,"ready soon segi4 jasmine semua warna, dm yuk .. kirim dari malang",no,no,x
759,narashopp.id,Yg mau warna ini dm yah.,no,no,x
760,dearesthijab,"Ready soon dusty pink, laude, mint",no,no,x
761,asyfahshop,"Ready to booked segi4 jasmine semua warna, harag 75, pengiriman jakarta timur, bisa cek IG langsung jika minat, thanks😊",no,no,x
762,citraoktavinni.rs94,Assalamualaikum. Q msh ada jasmine white 2 dan mint 2 ya.beli 4pcs kena 73/pcs. Pengiriman tangerang. Yg minat bsa dm ya siscanku. Trima kasih🙏😘,no,no,x
763,raisar.shop,Masih ada white dan mint minat DM ya,no,no,x
764,elismahfudz,"Dusty,mint,white kirim dr Jaksel yg minat bisa DM",no,no,x
765,irizshop_1,"Ready soon segi 4 jasmine white , mint , melody blouse jeans . Minat dm yaa",no,no,x
766,vanillahijab,Malam ini!!! Melody BlouseSize ChartLDS : 92cm LD M : 96cm LD L : 100cm LD XL : 102cmPanjang 75cm Bahan kanebo crepeRisleting depanTali bisa dijadikan obi atau diokat seperti pitaMalam ini jam 19.00 wib di www.vanillahijab.com,yes,yes,x
767,sixteenshopjkt,elga elaskia,no,no,x
768,rosaaisyah,Talinya nyatu ya sis? Atau bisa dilepas?,no,no,x
769,itsfebriyani,Baguss bngett ... sukaak 😊😊😚,no,no,x
770,am_i29,@vanillahijab Ini talinya terpisah atau sudah jd satu sis?,no,no,x
771,plestari64,Coba ga d ikat gimana sis? Apa talinya aksesoris aj? @vanillahijab,no,no,x
772,rosadana_nr,"Ready,siap kirim segi4 katya black, segi4 cotton heart, segi4 instan tasel macaroon, pasmina dvalentino hazelnut, dustyblue, mulberry pleats dress sky m, klasik seing skirt casa,, grabit fast dear,, 😊",no,no,x
773,hi.biscus.id,"Yg mau nitip order lagi, silahkan langsung DM ya... 😘",no,no,x
774,vanillahijab,Hai kak ini jadi satu kak @am_i29 @plestari64,no,yes,x
775,nengsuzhanty,Ntip order dunk,no,no,x
776,phepeno,LD nya ga bersahabat hikss,no,no,x
777,thary.ky,Duuhhh daaa @eldahereraa,no,no,x
778,lindarohayati,@hi.biscus.id gimana nitipnya saya mau,no,no,x
779,windania_,"Bagusss warna ini,,upload smua warna donk ka...hehehe,ato bocorin namanya,",no,no,x
780,lu2k_28,On model ini pkek sz apa kak @vanillahijab,no,no,x
781,bioarata21,Harga?,no,no,x
782,fitri_wulandari93,Hraga berapa sayy @vanillahijab,no,no,x
783,mollynoedyes,Syantiek bnget,no,no,x
784,lzyinuzuka,"Assalamualaikum ukhti, tau tak i like it almost of all in this olshop 😍😍😍 sekarang belanja online memang memudahkan kita guys, disamping kita udah gak perlu capek² ke mall ataupun ke butik. belanja online belanja online lebih menghemat waktu. Nah Recomended banget nih shalihah olshop hijab dan baju muslimah yg insyaallah amanah, trusted, varian banyak, warna banyak, size bisa diatur,owner ramah dan harga nya ramah dikantong. Nah olshop @vanillahijab juga fashionable, trendable dan membuat outfit kita lebih kecey.. Yuk diorder sebelum sold out",no,no,x
785,lzyinuzuka,Ayuk guys diorder sebelum sold out,no,no,x
786,lzyinuzuka,Grab it fast,no,no,x
787,lzyinuzuka,🙏,no,no,x
788,lzyinuzuka,🙏🙏,no,no,x
789,lzyinuzuka,🙏🙏🙏,no,no,x
790,lzyinuzuka,🙏🙏🙏🙏,no,no,x
791,lzyinuzuka,🙏🙏🙏🙏🙏,no,no,x
792,lzyinuzuka,Wish me luck minggu ini.. Amin,no,no,x
793,alyanuri,Mw,no,no,x
794,beautymakeup0908,"Masih ada segi4 holland deepred dan navy,segi4 cotton maroon,mulberry pleats instan maroon,berminat DM 😊",no,no,x
795,fahrunnisalaila,Mauuu,no,no,x
796,iinkarlinanovianti,Ya Allah warnanya bikin galauu miliihhhnya 😂😂,no,no,x
797,zhia_aryani,😍Harga nya sist?,no,no,x
798,zhia_aryani,😍Harga nya sist?,no,no,x
799,tasia_beauty,"Halo sister, sedia jastip pengiriman jkrt ya.. bsa DM kita langsung :)",no,no,x
800,arista.simply.collection,Yang mau titip order langsung chat/DM yaa🙋🙋 jastip 10rb/pcs,no,no,x
801,dwiraaa,Duh semoga bisa dpt yaampun warna nya cute 😍😍,no,no,x
802,bajukurungshop,So nice 👍,no,no,x
803,frdcnisa,"Infonya dong, on model size apa? Buat acuan, thx",no,no,x
804,sylviamargono,apakah bisa pesan yg LD120 ?,no,no,x
805,niaanggraeni1906,Aku ini @windaps96,no,no,x
806,micheliaolshop,Melar ga bahannya mba,no,no,x
807,reviniaayu,Dress nya kapan?,no,no,x
808,ervindaisma,@arista.simply.collection mau jastip sis,no,no,x
809,arista.simply.collection,@ervindaisma lanjut DM yaa say😊,no,no,x
810,rumahcantik19,Bocoran harga dong ka @vanillahijab,no,no,x
811,nanii.ahmadd,Mba @uute_utari yukkss order 😂😂,no,no,x
812,missdiena_,Berapa ya,no,no,x
813,rayi_bunga,Suka..tapi ujung2nya gak bakal dapet 😂.. sold out truuuuzzz..,no,no,x
814,a.morestore,Segi 4 cotton White Black Salem Aqua,no,no,x
815,lu2k_28,On model pkek sz apa kak @vanillahijab,no,no,x
816,rierri,Dara mauuuuu @daramelasari,no,no,x
817,msrrh30,So cute😍,no,no,x
818,havana_hijab,Yuk yg mau titip order langsung DM atau Line yaa 😍😍,no,no,x
819,earlyta.mum,Adakah jastip yag bisa shopee? Mention please..,no,no,x
820,aisyahfatullah,Bisa buat busui gak sis,no,no,x
821,uute_utari,@nanii.ahmadd 😂,no,no,x
822,vanillahijab,Bisa kak ini risleting depan @aisyahfatullah,no,yes,x
823,vanillahijab,Hai kak size S @lu2k_28,no,yes,x
824,martaauladi,Ada yg tau g bahan kanebo crepe panas g y?,no,no,x
825,ghias.mzein,Yang mau titip boleh dm ka 😊,no,no,x
826,ervindaisma,@arista.simply.collection ok sis,no,no,x
827,kelambukita,😍,no,no,x
828,gitafatmalaa,Mau dong mau size S,no,no,x
829,rahmarahmi.id,Yg mau nitip bisa DM🌸🌸🌸 pengiriman dari purwokerto,no,no,x
830,miftah.rzkyh,Mau nitip donggg.. ini sm jilbabnyaa.. DM please. Pngiriman dr jkt via shoppee yah,no,no,x
831,dekewsi,Yang mau nitip bisa dm ya kak 😘,no,no,x
832,irmayunita90,Order via ap? N jam brp?,no,no,x
833,arinakumala,bisa gak sih ordernya gak lwat website kak @vanillahijab,no,no,x
834,brianti_dofina,warna putih plis..!,no,no,x
835,naurakumiko,@rayi_bunga lewat jastip say,no,no,x
836,yesi_zhafran,Tas nya dijual jg ga sis nanti mlm ? @vanillahijab,no,no,x
837,jastipclg,yg mau titip bs dm/ yaaa ❤,no,no,x
838,diana.hertanti,Berapaan... mau donk warna ini XL,no,no,x
839,haffidzz2011,Ada warna maroon ga yah,no,no,x
840,wahyuumi,Yang mau ttip bsa dm yah dear😘,no,no,x
841,dinda.vh,@diana.hertanti @mhelykiyut order nanti malam jam 19.00 hanya via website vanillahijab.com/ Daftar/Registrasi sebelum order ya dear. Cek @carabelanjavanilla . harga diinfokan saat open order di website ya dear.,no,no,x
842,dinda.vh,@yesi_zhafran koleksi tas follow @vanillaforfashion ya dear.,no,no,x
843,dinda_vh,@missdiena_ @rumahcantik19 harga diinfokan saat open order di website ya dear.,no,no,x
844,dinda_vh,@sylviamargono detail size sesuai yang di caption dear. order nanti malam jam 19.00 hanya via website vanillahijab.com/ Daftar/Registrasi sebelum order ya dear. Cek @carabelanjavanilla .,no,no,x
845,dinda_vh,@frdcnisa on model size S dear.,no,no,x
846,yunhcorps,Inner rajut premium 3pcs 70k 💕,no,no,x
847,chaviagallery,Yg mau titip order dm y😊,no,no,x
848,nonickhuda,ada warna merah kah kak..,no,no,x
849,contagious_shop,Yg mau nitip DM ya only 15rb/pcs krm dr bekasi 😊,no,no,x
850,kmutiaraa,@arista.simply.collection bisa shoppee sis?,no,no,x
851,fadyasyifahani,@aihendiani,no,no,x
852,ac.oneid,Open jastip ya.. pengiriman dr depok dan bogor ❤,no,no,x
853,ila_queen_123,Yg mau bs titip ya,no,no,x
854,erlynadhamayanti,Yeayy Alhamdulillah dapet size M warna sunkis 😘😘,no,no,x
855,shaura29,Yg mau jastip bisa DM ke aku ya😘,no,no,x
856,nikenekadini,Yg punya melody fushia S dm aku yaaa,no,no,x
857,kiyara.id,Yang punya melody black s bisa shopee dm ya 😊,no,no,x
858,fnnynrsyf,Yang mau jastip bisa dm aku ya. Pengiriman dr bdg,no,no,x
859,de_di_chi,Yang punya melody fushia S dm dong..thanks,no,no,x
860,felindadu,Ada yg punya melody fuschia S mohon dm ya 😊 makasih,no,no,x
861,qiqi.ad,yang punya melody blouse jeans uk XL dm y,no,no,x
862,originalwatches_,Yang ada melody blouse black size XL dm pls,no,no,x
863,vatrynshah,berapa ini,no,no,x
864,ila_queen_123,Ready melody blouse XL  warna dusty,no,no,x
865,yenirakhmat,Yang punya melody fuschia S dan Black s please dm yaa.. makasih,no,no,x
866,lulu.ena,"Yg punya melody Fuschia XL dan Swing blouse Benz XL, pm sista",no,no,x
867,ayunovita2692,Langsung abis gitu 😔😔,no,no,x
868,dr.amanda_amalia,Yg ready Melody Fuschia size S aku mau DM please..,no,no,x
869,vatrynshah,ada yg punya melody emerald L pls DM,no,no,x
870,haqikidzshop,Yg punha melody S,no,no,x
871,kikikinoi,Yg punya ini size xl dm please,no,no,x
872,qqinar,Yg punya Melody dusty XL & Swing Salem XL dm ya aku mau,no,no,x
873,sarietarius,Yang punya melody size L DM please..,no,no,x
874,diana.hertanti,Aq mau warna ini XL donk... kelewat nih,no,no,x
875,kusmayumi,Yg punya croco size S?,no,no,x
876,yaniekomudyaputri,Yg punya melody fuschia s/m dm aku donk 🙏,no,no,x
877,nadiaanggraeniyurisyasari,Masih g ka? Size xl,no,no,x
878,nindyashfitri,Yg punya sunkis/olive size L?,no,no,x
879,athieksweet,"Yg jual melody black dan olive size M, please DM aku yaaa",no,no,x
880,fuji2992,Khaki M ready ya,no,no,x
881,titisayuniken,Klo ada yg punya melody fuschia size L please dm. Via Shopee klo ada. Makasih,no,no,x
882,opii.alfiehamid,Yg ada melody fuschia S dm ya !,no,no,x
883,andiyulie,Yg pny melodi L yaa,no,no,x
884,fnnynrsyf,ready swing moka s n melody grey s,no,no,x
885,ghaniputri,"Avail melody dusty S dan black S, minat bisa DM ya. Serious buyer only.",no,no,x
886,sonyaqanita,DM donk yg punya melody emerald sz XL 🙏🏻,no,no,x
887,farasy_hijabshop,ya elah kelupaan,no,no,x
888,syifalophoda,Yang punya melody croco M dm ya makasih,no,no,x
889,nanda_sha,sypa punya melody dusty pink M,no,no,x
890,puspitaquw,@fnnynrsyf dpt kah blouse xl,no,no,x
891,fnnynrsyf,Ukuran s @pusputaquw,no,no,x
892,fnnynrsyf,Ukuran s mba @puspitaquw,no,no,x
893,dian.kusuma.dewi,Warna ini tdk ad di web....,no,no,x
894,steffikartika,Ready soon melody fuschia seperti digambar ukuran M bisa via shopee❤,no,no,x
895,gizza_soeryono,"Yg dapet melody fuschia size M,bagi dong,,mupeng",no,no,x
896,sovee_anna,Kalo ad yg pnya L DM ya,no,no,x
897,cindy_alfas,@sovee_anna dm mba,no,no,x
898,mfathikasari,Melody size S jeans atau grey dm ya,no,no,x
899,houseof_humairoh,Aku punya Melody Blouse Fuschia size S dan jeans size L @oppi.alfiehamid @yaniekomudyaputri. Dm yaa sist 😊,no,no,x
900,khalisha_sisters,@sovee_anna melody dusty L mau mbak? Saya ada 😊,no,no,x
901,dinovya,Yg ungu ini kok gaada di etalase?,no,no,x
902,nikenekadini,@houseof_humairoh aku mau dong melody fushia yg S,no,no,x
903,puspitaquw,Ad yg dpt xl gak,no,no,x
904,fazzia.id,Ready fuschiaa XL,no,no,x
905,frozengaleri,"Ready soon melody blouse dusty xl, croco L, grey l dan xl. Swing top mocca m dan segi4 jasmine dustypink",no,no,x
906,yuni_irsal,yg punya ini ada gak?,no,no,x
907,cindy_alfas,@yuni_irsal dm saya,no,no,x
908,yuni_irsal,@cindy_alfas,no,no,x
909,yuni_irsal,.dm.mb,no,no,x
910,laelifadla,Kehabisaan 😭😭,no,no,x
911,winay.hijab,READY di kita silahkan DM:) @laelifadla @yuni_irsal,no,no,x
912,acyifa_audrey,Ada yg ready M ? Klo ada mau dong,no,no,x
913,hijab.yuki,Ready soon melody blouse XL warna croco ^^,no,no,x
914,ditaswulandari,Keabisan 😥😔 . Mau warna ini size M dong. Info dong yg punya.,no,no,x
915,beningmaqnum,Mba aku mau yg ini ukuran L mba,no,no,x
916,nabyannoer,Yang msh punya melody S boleh dm ya... Makasih..,no,no,x
917,fenufa28,"Halo ka, ak ad melody dusty xl. Mgkn minat",no,no,x
918,asyfahshop,"Ready to booked melody Grey M, harag 190, pengiriman jakarta timur, bisa cek IG langsung jika minat, thanks😊",no,no,x
919,amma.closet,@puspitaquw sy ada melody croco size xL,no,no,x
920,anstika,Yg punya ini dm saya ya,no,no,x
921,puspitaquw,@amma.closet dm wrnax,no,no,x
922,srayuningrum,"Ready soon melody blouse ukuran XL warna fuschia black emerald dan dusty.. Jasmine segiempat ada white, dusty dan luade.. Monggo yg berminat sist",no,no,x
923,syafir_hijab,@qqinar sy ada kak dusty XL,no,no,x
924,lindaekowati,"ada yg punya size S? dm ya, tq",no,no,x
925,fenmari92,Mau yanh ukuran S. Warna fuschia atau emerald,no,no,x
926,safiraaolshop,"Ready soon segi4 jasmine, bisa shopee juga",no,no,x
927,vanillahijab,Size Chart Swing BlouseLD S : 92cmLD M : 96cmLD L : 100cmLD XL : 104cmPanjang 75cmRisleting depanBahan Kanebo Crepe (mirip barbie crepe),yes,yes,x
928,lenny_vijaya,Berapa ini,no,no,x
929,jastipclg,yg mau titip bs dm ya 😘,no,no,x
930,fitsyahdill,Yg model pake size apa min?,no,no,x
931,nrk8506,Kapan sis up date,no,no,x
932,rezy.aprillasm,Brp ini,no,no,x
933,seuma.sezi,Cgk-Jakbar-Jkt bisa titip di kami 😊,no,no,x
934,dj_jayantinip,Harga berapaan sist @vanillahijab ?,no,no,x
935,mazelbyanr,yg mau nitip yuk silahkan dm..pengiriman bekasi ya,no,no,x
936,rosadana_nr,"Avail segi4 katya black, segi4 cotton heart, segi4 instan tasel macaroon, pasmina dvalentino hazelnut, dustyblue, klasik swing skirt casa, mulberry pleats dress sky size m",no,no,x
937,tasia_beauty,"Halo sister, kalau ada yang mau nitip boleh DM. pengiriman dari JKT yah sister. thank you :))",no,no,x
938,inamardiyana,Brp ini..,no,no,x
939,murty_amersha,Berapa hrganya,no,no,x
940,dyahwijayantismiler,"Mau 1 saja. Jastip paling murah dan bisa shoope, please dm yaa",no,no,x
941,havana_hijab,Yuk yg mau titip order 🙋🙋,no,no,x
942,mhfuzapurba,Berapaan kk?,no,no,x
943,istria_lilih,berapa?,no,no,x
944,mollynoedyes,Bismillah semoga nanti mlm berjodoh,no,no,x
945,teteh_ekha,Brapa ini sis ?,no,no,x
946,jasatitip_co,Yuk yang mau titip order hanya 5rbu saja/item dari jakarta/bekasi ❤️,no,no,x
947,arista.simply.collection,Yang mau titip langsung chat yaa🙋😊,no,no,x
948,murtri22,Bismillah moga2 kebagian.,no,no,x
949,gieordhiena,@jasatitip_co harga berapaan . Titip dua buah bisa ga,no,no,x
950,zahirastefani,Model pke size apa ka? @vanillahijab,no,no,x
951,hakeemahcmb,Love the top,no,no,x
952,dgallerys.shop,"Assalamualaikum, yg ga sempet order di jam upload, bs titip order di kami ya.. Free ongkir via shopee.. Minat dm kami..",no,no,x
953,mamluatul_mia,Yg model pke size apa mbak? @vanillahijab,no,no,x
954,risaayufzh,Ada maksimal jumlah order ngga ya?,no,no,x
955,maulidanurihulz,"Yg masih ada milea pants dan zara pants mau dong, dm aku",no,no,x
956,rahmarahmi.id,"@risaayufzh gak ada kak, beli 1 pun boleh #bantujawab",no,no,x
