id,content,main post,label,,
adorableprojects,"Hi @zakiyyahikaa
 Kamu bs hubungi Cuen, Customer Service area Kota Cimahi, Kab. Bandung 
dan Kab. Bandung Barat • SMS/Whatsapp : 089638761611 • BB Pin : D5D46530
 • LINE : adorableprojects022",no,x,,x
verindastella,Kakk cs jkt barat apa ya,no,jawab,,jawab
adorableprojects,"Hi @verindastella
 Kamu bs hubungi Ace, Customer Service Area Jakarta Barat • SMS/WA: 
083820678137 • BB Pin : D4863AD8 • LINE : adorableprojects001",no,x,,x
puputpuputa,@iaraiar yar sandaalnyaaa,no,abaikan,,abaikan
widdarosyidina,Kak untuk order area semarang gimana?,no,jawab,,jawab
desimelinda95,Area kab.cirebon gimana ordernya kak ? @adorableprojects,no,jawab,,jawab
wijilstari,@adorableprojects kok id line jakbar gakbisa di search yah?,no,jawab,,jawab
strgglr_,Kak kirwood nya size 37 gada ya,no,jawab,,jawab
strgglr_,Kak kirwoodnya size 37 dong,no,jawab,,jawab
anggitanaoki,Ka yg hitam masih ad?,no,jawab,,jawab
anggitanaoki,Jakarta selatan ka,no,jawab,,jawab
adorableprojects,"Good morning. happy APRIL everybody 😊. as we welcome the new month with our brand new product. Check it out!😝ㅤㅤㅤㅤㅤㅤ'Domenca Blouse Brown' Cotton with Embroidery, All size fit to XL (New Arrival) ㅤㅤㅤㅤㅤㅤ'Elephant Black Sling Bag' Artificial Leather, Size 23 x 28 x 12 cm, Handle 112 cm ㅤㅤㅤㅤㅤㅤ'Veltica Flatshoes' Artificial Leather, Rubber, Available size 35 s/d 42 (New Arrival)ㅤㅤㅤㅤㅤㅤUntuk order bisa langsung hub cs area masing-masing, jangan lupa CSR kita hari ini on (09:00 - 16:00)💞",yes,x,,x
indah_febriyanti21,Puyeng ieuk nah fotonya muter2,no,baca,,baca
dyahmulyadi,Kak @adorableprojects fotonya kebalik min 😂,no,baca,,baca
feemiii,Kak CS mksr donk @adorableprojects,no,jawab,,jawab
sellyrosalia,april mop @adorableprojects ?,no,baca,,baca
puputkhafidhoh,April mop gt ya maksdnya? Wqwq,no,baca,,baca
irmaraniii,Kasih flatshoes aja wkwkwkw @restuchy,no,abaikan,,abaikan
adorableprojects,"Hi @feemiii
 Kamu bs hubungi Aoki, Customer Service Area Kota Makassar • 
SMS/Whatsapp : 085960040055 • BB Pin : D2ED4D4B • LINE : 
adorableprojects030",no,x,,x
adorableprojects,Hi @indah_febriyanti21 @dyahmulyadi @sellyrosalia @puputkhafidhoh #AprilMop,no,x,,x
merrymaizalena,Kak CS jakarta utara donk @adorableprojects,no,jawab,,jawab
athiyyahmwrd,Itu blouse panjang tangannya seperempat ya min? Atau panjang kaya biasa?,no,jawab,,jawab
adorableprojects,"Hi @merrymaizalena
 Kamu bs hubungi Upi, Customer Service Area Jakarta Utara • SMS/Whatsapp
 : 083829211818 • BB Pin : D41E2924 • LINE : adorableprojects017",no,x,,x
adorableprojects,Hi @athiyyahmwrd cek dm ya kak 😊,no,x,,x
syejuk_baby_rental,Tas gajah mamii lucuu @naenaimah,no,abaikan,,abaikan
arielismermaid,Sistt untuk kabupaten bandung daerah bojong soang ngebuhungin kemana ya,no,jawab,,jawab
adorableprojects,"Hi @arielismermaid
 Kamu bs hubungi Cuen, Customer Service area Kota Cimahi, Kab. Bandung 
dan Kab. Bandung Barat • SMS/Whatsapp : 089638761611 • BB Pin : D5D46530
 • LINE : adorableprojects022",no,x,,x
syaramu,"Ini kenapa dibalik balik fotonya,pusing saya 😂",no,baca,,baca
the.an.ty,Kok kesel yaa liatnya mesti balik hp dulu haha,no,baca,,baca
dey_frog,Kok fotonya kebalik semua kak 😑,no,baca,,baca
isheeelz,April mop? Bhahaha,no,baca,,baca
adorableprojects,Hi @syaramu @the.an.ty @dey_frog @isheeelz #AprilMop,no,x,,x
natasyarisca,"Bajunya bagus bgt, tp syg 3/4  @adorableprojects coba klo panjang :(",no,baca,,baca
evifitrianii,Kudu pisan di bolak balik poto na min? :(,no,baca,,baca
victoriaais,"Ka ko foto""nya pd kebalik hehe @adorableprojects",no,baca,,baca
syfamaliaa,Ini flatshose nya ada yg wrna hitam aja ka?,no,baca,,baca
jnur53,Ko kebalik ftonya,no,baca,,baca
ynyend,Sepatunya  @hssiska,no,baca,,baca
citra.frs,Fotonya kebalik ka wkakak,no,baca,,baca
dianrhmtk,LD blouse brownnya brp kakk hehe,no,jawab,,jawab
sheylafadli,Min saya minta cs medan dong dr kemarin gak ada balesan,no,jawab,,jawab
ainaginaz,"Dibolak balik potona, kudu kitu? 😂 @adorableprojects",no,baca,,baca
unyubinggo,Kak minta cs daerah depok kak,no,jawab,,jawab
hanaprilia,"Halo ka, blousenya cuma satu warna kah?",no,jawab,,jawab
adorableprojects,Hi @evifitrianii #AprilMop kakak 😝,no,x,,x
adorableprojects,Hi @victoriaais #AprilMop kakak 😝,no,x,,x
adorableprojects,Hi @syfamaliaa untuk model itu kita baru rilis 1 warna kakak,no,x,,x
adorableprojects,Hi @jnur53 #AprilMop kakak 😝,no,x,,x
adorableprojects,Hi @citra.frs sengaja kak #AprilMop 😝,no,x,,x
adorableprojects,Hi @dianrhmtk blouse nya sudah sold out kakak 😞,no,x,,x
adorableprojects,"Hi @sheylafadli
 Kamu bs hubungi Deny, Customer Service Area Aceh, Sumatera Utara, 
Sumatera Barat, Jambi dan Bengkulu • SMS/WA : 081809098587 • BB Pin : 
D57AFA36 • LINE : adorableprojects011",no,x,,x
adorableprojects,Hi @ainaginaz sengaja kakak #AprilMop 😝,no,x,,x
adorableprojects,Hi @unyubinggo tepatnya di kecamatan mana kakak?,no,x,,x
adorableprojects,Hi @hanaprilia ada maroon sama white juga kakak 😊,no,x,,x
evifitrianii,@adorableprojects edaaaannn ngahajakeun pisan wkwkwkwk😂😂😁,no,baca,,baca
antkrindy,Cs daerah palembang sumatra selatan kak,no,jawab,,jawab
adorableprojects,"Hi @antkrindy
 Kamu bs hubungi Boni, Customer Service area Sumatera Selatan, Lampung, 
Riau, Kep. Riau dan Kep. Bangka Belitung • SMS/WA : 089618605183 • BB 
Pin : D5D39AE7 • LINE : adorableprojects002",no,x,,x
iwanjoe,Klo sulawesi bisa minta nmor csx...,no,jawab,,jawab
meinaroo,Biar dikata apa min difoto terbalik,no,baca,,baca
bondhanpertiwi,Min flatshoesnya masih? Cs daerah purwokerto dong min,no,jawab,,jawab
adorableprojects,"Hi @bondhanpertiwi
 Kamu bs hubungi Ricko, Customer Service Area Jawa Tengah • SMS/WA: 
081222553972 • BB Pin : D5F3CB19 • LINE : adorableprojects012",no,x,,x
adorableprojects,"Hi @iwanjoe
 Kamu bs hubungi Pegy, Customer Service Area Sulawesi, Maluku dan Papua •
 SMS/WA : 085974611707 • BB Pin : D65ADF89 • LINE : adorableprojects009",no,x,,x
adorableprojects,"Wanna look simple for going out on this week? This product is the answer!😝ㅤㅤㅤㅤㅤㅤ'Dafneey Black Parka' Polyester, Available S until XXL, (Ringan dan tidak tebal) ㅤㅤㅤㅤㅤㅤ'Caracenny Black Mini Backpack' Syntethic, Size : 24 x 19 x 10cm, Handle 80 cm ㅤㅤㅤㅤㅤㅤ'Rendeveous Black Platform' Syntethic, Platform 3cm, Available 36 until 43ㅤㅤㅤㅤㅤㅤInfo lebih lanjut bisa hubungi CS area today 09.00 - 16:00 wib ya sist💞#happyweekend",yes,x,,x
gamautemenan,Potonya kebalik😈,no,baca,,baca
arumwiwit,"Kak, fotonya emang kebalik yah? Wkwk",no,baca,,baca
widyadesianaa,bener,no,baca,,baca
hehestri,Sengaja dibalik soalnya aprilmop ya kak hehe,no,baca,,baca
chatyass,Kebalik;(,no,baca,,baca
feemiii,Kak klw ke mksr pesannya gmna?? @adorableprojects,no,jawab,,jawab
adorableprojects,Hi @gamautemenan @arumwiwit @widyadesianaa @hehestri @chatyass hehe iya kak april mop 😝,no,x,,x
retnoanggra16,Kok kebalik ya kak??,no,jawab,,jawab
adorableprojects,Hi @retnoanggra16 hehe iya kak april mop hehe 😝,no,x,,x
elvirayulianthi_,"Kak mnta Info CS dong , saya dari Bali",no,jawab,,jawab
ayw_rhdi,Cuman ada satu warna ya sis parka nya @adorableprojects,no,jawab,,jawab
dewisrsp,Cs bogor dong ka,no,jawab,,jawab
adorableprojects,"Hi @elvirayulianthi_
 Kamu bs hubungi Yusra, Customer Service Area Bali dan Nusa Tenggara • 
SMS/WA : 083820114595 • BB Pin : D4AFAF07 • LINE : adorableprojects014",no,x,,x
adorableprojects,Hi @ayw_rhdi iya kak saat ini kita baru rilis 1 warna kak 😊,no,x,,x
adorableprojects,"Hi @dewisrsp Kamu bs hubungi Binar, Customer Service Area Bogor • SMS/WA : 089663892800 • BB Pin : D59D4FD7 • LINE : adorableprojects018",no,x,,x
iamchaula,Cs demak jateng ada kak?,no,jawab,,jawab
dianifah,CS bandung kaaak,no,jawab,,jawab
adorableprojects,"Hi @iamchaula
 Kamu bs hubungi Ricko, Customer Service Area Jawa Tengah • SMS/WA: 
081222553972 • BB Pin : D5F3CB19 • LINE : adorableprojects012",no,x,,x
annisa_dalimunte,cs ciracas jaktim dong ka,no,jawab,,jawab
rikarieqa,iki kebalik... hehe,no,baca,,baca
rikarieqa,suka bgt sama parkanya... coba byk warna,no,baca,,hitung
deasydchyt,cs samarinda kaltim ada ga kak?,no,jawab,,jawab
adorableprojects,"Hi @annisa_dalimunte
 Kamu bs hubungi Aldo, Customer Service Area Jakarta Timur 2 (Kec. 
Kramat Jati, Kec. Makasar, Kec. Pasar Rebo, Kec. Ciracas, Kec. Cipayung)
 • SMS/Whatsapp : 087825304238 • BB Pin : D22289CD • LINE : 
adorableprojects029",no,x,,x
adorableprojects,Hi @rikarieqa hehe iya kak edisi april mop heheh 😝 hehe stay stunned trs ya kak 😊,no,x,,x
adorableprojects,"Hi @deasydchyt
 Kamu bs hubungi Rahmat, Customer Service Area Kalimantan • SMS/WA : 
083820538647 • BB Pin : 5F48913E • LINE : adorableprojects004",no,x,,x
rikarieqa,aqu udh punya.. sudah mendarat dirumah aku hehhe,no,baca,,baca
dianalverina,kebalik min:(,no,baca,,baca
adorableprojects,Hi @dianalverina hehe iya kak itu edisi april mop kak 😁,no,x,,x
dianalverina,"oalah, haha sip",no,baca,,baca
selvinaa129,Kak sepatu nya yg warna putih ada gak?,no,jawab,,jawab
oeshintya,@adorableprojects kak parkanya item aja?,no,jawab,,jawab
yulitriatmi,Ndun ada yg item tasnyaaa 😎😎 @indiatyr,no,jawab,,jawab
adorableprojects,"Hi @selvinaa129 ada kok kak, kakak biasa pakai size berapa? 😊",no,x,,x
adorableprojects,@selvinaa129 saat ini ready size 38 s/d 40 kak 😊,no,x,,x
adorableprojects,Hi @oeshintya iya kak saat ini untuk parka model itu kita baru rilis 1 warna kak 😊,no,x,,x
selvinaa129,@adorableprojects kalau mau langsung ke toko bisa? Tutup jamberapa ya?,no,jawab,,jawab
fadillatulrahmi,@adorableprojects yg size 42 sepatunya ready warna apa aja ya?,no,jawab,,jawab
sebastianshoe,cs jaksel tebet dong kakk,no,jawab,,jawab
adorableprojects,Hi @selvinaa129 cek dm ya kak 😊,no,x,,x
annisajulia_,ka mau tanya kalau adorable ada produk jaket tebal buat musim dingin ga ?? @adorableprojects 🙏,no,jawab,,jawab
adorableprojects,Hi @fadillatulrahmi maaf untuk sepatu yg model Rendeveous kak? 😊🙏,no,x,,x
adorableprojects,"Hi @sebastianshoe
 Kamu bs hubungi Mul, Customer Service Area Jakarta Selatan 1 (Kec. 
Setiabudi, Kec. Tebet, Kec. Kebayoran Baru, Kec. Kebayoran Lama, Kec. 
Pesanggrahan) • SMS/WA: 083820398361 • BB Pin : 2B09D668 • LINE : 
adorableprojects015",no,x,,x
imsmia,Ini ceritanya April mop gitu ya postingannya pada kebalik 😂,no,baca,,baca
novitasari090692,Cs mksr donk kak @adorableprojects,no,jawab,,jawab
adorableprojects,"Hi @novitasari090692
 Kamu bs hubungi Aoki, Customer Service Area Kota Makassar • 
SMS/Whatsapp : 085960040055 • BB Pin : D2ED4D4B • LINE : 
adorableprojects030",no,x,,x
erlinwid,@ambaryani97,no,abaikan,,abaikan
ambaryani97,Boljug @erlinwid,no,baca,,hitung
fadillatulrahmi,@adorableprojects iyaa sis yg model platform rendeveous?,no,jawab,,jawab
adorableprojects,@fadillatulrahmi untuk size 42 model rendeveousnya ready warna black aja kak 😊,no,x,,x
faizfj_,Bisa kirim full pict sendalnya?,no,jawab,,jawab
adorableprojects,Hi @faizfj_ cek dm ya kak 😊,no,x,,x
camilanurul,Kok kebalik ya gambar nya?,no,jawab,,jawab
restuchy,@endrikagusp yang parka ini,no,abaikan,,abaikan
adorableprojects,Hi @camilanurul #AprilMop kakak 😝,no,x,,x
andinihafidzah,Jaketnya brp kak,no,jawab,,jawab
nafiatulk,@adorableprojects tasnya ukuran brpa ya kak?,no,jawab,,jawab
adorableprojects,Hi @andinihafidzah 165rb aja kakak,no,x,,x
adorableprojects,Hi @nafiatulk keterangan size ada dicaption kakak 😊,no,x,,x
putrifauziah407,Min minta cs bogor,no,jawab,,jawab
aprilistii,Kak buat cs sukabumi brpa wa nya,no,jawab,,jawab
andinihafidzah,Kalau jaketnya aja boleh,no,jawab,,jawab
rieninggar,Parka'a bisa bolak balik ga kak?,no,jawab,,jawab
bro.do,"Reappearance of Ponte.Ditemani
 outsole bermotif batik Parang ciri khas Brodo yang menjadi favorit 
Brothers selama ini, juga disertai kulit pull-up berkualitas yang 
pastinya bikin Ponte ga salah jadi pilihan Brothers untuk ngantor serta 
melakukan berbagai kegiatan lainnya..#PonteIsBack #menstyle #BSFW #BrodoShoesForWork #kicksinframe #leathershoes #MadeinIndonesia #SalamGentlemen.Article :Ponte Brown : bit.ly/BroNewReleaseHarga : Rp 615.000Line@ : @bro.do",yes,x,,x
amandafirdaus88,Mau order kemana,no,jawab,,jawab
bro.do,"Hallo Bro @amandafirdaus88
 untuk pemesanan via website www.bro.do. Kalau ada yang kurang 
dimengerti, silahkan hubungi CS Om Bro via Call Center 08118545555 atau 
WhatsApp 081224697199 #TosJantan -FSU-",no,x,,x
ichalimahelu,@archielimahelu @denyristo,no,abaikan,,abaikan
wisnus4putr4,untuk warna apa aja? distore surabaya apa sudah ready?,no,jawab,,jawab
bro.do,"Hallo Bro @wisnus4putr4 sudah ready di store Surabaya, ayo segera kunjungi dan order mas Bro #TosJantan -FSU-",no,x,,x
refanggass,@serlys20,no,abaikan,,abaikan
zainnurwijayanto,"Di jogja sdh ada store brodo blm? Klo sdh ad, barang tsb Sdh ad store di jogja blm? Thanks",no,jawab,,jawab
altrinanda,Mewahh 😢,no,baca,,hitung
arrsidd_,"Keren nih om bro, ada kontaknya ga om bro ?",no,jawab,,jawab
dodotarafat,Ahhhh Gokil ...Braja aja blom kelar...udah nonggol aja ...menggoda Dompet...top markotop,no,baca,,baca
bro.do,"Hallo Bro @arrsidd ada Bro, silahkan Bisa via Call Center 08118545555 , WhatsApp 081224697199 atau Line @bro.do",no,x,,x
bro.do,Hallo Bro @dodotarafat terima kasih atas apresiasinya mas Bro #EnjoyBrodo -FSU-,no,x,,x
archielimahelu,lukk @ichalimahelu @denyristo,no,abaikan,,abaikan
tomthomo,@bro.do kapan masuk semarang ?,no,jawab,,jawab
ibrahim.saputra13,dikaltim sempat hadir..dan kapan hadir lg??,no,jawab,,jawab
holandrio,Bos tali sepatu bos,no,abaikan,,abaikan
baunk_heru,Klo udah masuk ke dalem @bro.do store pasti jadi galau pilih yg mana. Markotop sadayana euy,no,baca,,baca
challany,Bisa pesen spatu warna broken white / off white?,no,jawab,,jawab
ro33ydesign,Ponte brown gua udah bulukan... 1st edition 😅,no,abaikan,,abaikan
hdyngrh,Madra black restock dong om @bro.do,no,baca,,baca
aryoharyadi,@tubagussakti bgs g,no,abaikan,,abaikan
nu12yrocketmailcom,Store yg di Surabaya lokasi dmn yah?,no,jawab,,jawab
muhammadrifqiyadisaputra,"Damn, gw suka yang ini😣😣😣😣😣",no,baca,,hitung
waonekamil,Ini EL bukan?,no,jawab,,jawab
mbavegagr,Mantabbbbbbb,no,baca,,hitung
andhiey89,@bro.do yg gak pake tali ada nggak,no,jawab,,jawab
egsfashion,Di brodo bekasi sudah ada?,no,jawab,,jawab
kaykaus,Di store surabaya ada kah?,no,jawab,,jawab
kaykaus,@nu12yrocketmailcom ada di sebelah hotel zoom jemursari,no,baca,,baca
gagahsantos,Di store bekasi sudah ada?,no,jawab,,jawab
tatamilo13,@nia_novianti,no,abaikan,,abaikan
bro.do,"@nu12yrocketmailcom hi bro, Brodo Store Surabaya berada di Jl. Jemursari II no 2.",no,x,,x
sitisarah1993,Brodo Pekanbaru dimana ya bro,no,jawab,,jawab
adeamrandaniel,yg ino ready ga ya di brodo jogja?,no,jawab,,jawab
bro.do,"Hallo bro @sitisarah1993
 untuk saat ini belum ada di Pekanbaru mas Bro. Mungkin ada rekomendasi 
tempat keren untuk pop up store Brodo di Pekanbaru ? Silahkan jika ada 
saran #TosJantan -FSU-",no,x,,x
randipratamaaaa,@akbarhc_big.interior,no,abaikan,,abaikan
bro.do,"Hallo bro @adeamrandaniel
 untuk informasi stock jogja om bro tidak bisa memastikan nih bro. untuk
 info pastinya mas bro bisa langsung kunjungi pop up store om bro yang 
di jogja #SalamGentleman",no,x,,x
bro.do,"Hallo bro @sitisarah1993
 untuk store saat ini om bro baru ada di  Bandung, Jakarta, Bekasi, 
Tangerang dan Surabaya. Untuk lebih lengkapnya beserta mapnya Mas Bro 
bisa lihat di http://bro.do/id/stores #EnjoyBrodo",no,x,,x
bro.do,Hallo bro @gagahsantos untuk stock bekasi ada bro. bisa langsung kunjungi store om bro #EnjoyBrodo,no,x,,x
bro.do,"Hallo bro @holandrio
 untuk tali sepatu saat ini sedang Out of Stock bro. Jika ada pertanyaan
 selanjutnya, Bro jangan sungkan juga untuk menghubungi Customer Service
 Om Bro di 08118545555  atau kontak lainnya di 
http://bit.ly/BrodoContacts #SalamGentleman",no,x,,x
bro.do,"Hallo bro @egsfashion
 untuk stock di bekasi bisa langsung kunjungi store om bro untuk 
kepastian stocknya. jika ada pertanyaan bisa langsung menghubungi 
Customer Service Om Bro di 08118545555 atau kontak lainnya di 
http://bit.ly/BrodoContacts #SalamGentleman",no,x,,x
bro.do,Hallo bro @andhiey89 untuk koleksi om bro bisa cek di link http://bro.do/id #SalamGentleman,no,x,,x
bro.do,Hallo bro@ibrahim.saputra13 di tunggu kunjungan om bro selanjutnya ya #SalamGentleman,no,x,,x
bro.do,"Hallo bro  @nu12yrocketmailcom
 store Surabaya beralamat di Jl. Jemursari II No.2 Surabaya atau lebih 
lengkap beserta mapnya bisa Mas Bro lihat di http://bit.ly/BrodoStores #enjoybrodo",no,x,,x
bro.do,"Hallo bro @tomthomo
 doakan saja semoga om bro bisa mengunjungi kota semarang ya bro . 
Alternatif lainnya, Bro bisa pesan langsung di Store Online 
http://bro.do dan pesanan Bro akan dikirim langsung ke alamat tujuan.#TosJantan",no,x,,x
bro.do,Hallo bro @challany untuk pemesanan hanya yang tersedia di website om bro saja. untuk detailnya bisa cek di bro.do/id #SalamGentleman,no,x,,x
bro.do,Sejauh ini masih Store Online ya Bro  @kaykaus,no,x,,x
jajanggustara,harganya berpa ini kak?,no,jawab,,jawab
jajanggustara,kalo mau beli sepatu ini kirim ke surabaya bisa?,no,jawab,,jawab
bro.do,"bisa bro @jajanggustara , info harga dan pemesanannya bisa bro lihat dan lakukan langsung di website Brodo. langsung klik aja bro link di bio kami. #EnjoyBrodo -TS-",no,x,,x
jajanggustara,okee broo,no,baca,,baca
ayaherry,Utk bdg...store nya dimana bro...,no,jawab,,jawab
bro.do,"Hallo bro @ayaherry
 store Bandung beralamat di Jalan Gudang Utara, No. 40B , Bandung atau 
lebih lengkap beserta mapnya bisa Mas Bro lihat di 
http://bit.ly/BrodoStores . Ditunggu yah Bro #enjoybrodo",no,x,,x
ayaherry,Ok bro...thx,no,baca,,baca
ferifebriandi,Store surabaya dmna yh bro??,no,jawab,,jawab
bro.do,"Hallo Bro @ferifebriandi
 store Surabaya beralamat di Jl. Jemursari II No.2 Surabaya atau lebih 
lengkap beserta mapnya bisa Mas Bro lihat di http://bit.ly/BrodoStores .
 Ditunggu yah Bro #enjoybrodo -FSU-",no,x,,x
faisalhakiki,Release lagi ini model jadul yang sempet discontinue..,no,baca,,baca
akbar_h.bakkang,Store makassar ada gak? @bro.do,no,jawab,,jawab
bro.do,Hallo Bro @akbar_h.bakkang mohon maaf untuk sementara Store Makassar tutup. Alternatif lainnya untuk Order silahkan kunjungi website Om Bro http://bro.do #SalamGentlemen -FSU-,no,x,,x
toyotabintaro,Keren bro,no,baca,,hitung
arypurwoko,"Ventura warna seperti ini perawatannya baiknya menggunakan apa om @bro.do ? Leather balm? Mink oil? Wax? Need advice, thank you! 🙏🏼",no,jawab,,jawab
bro.do,Hallo Bro @arypurwoko untuk perlengkapan beserta panduan Perawatan dari Om Bro silahkan kunjungi http://bro.do/id/category/41-shoe-care #TosJantan -FSU-,no,x,,x
yoggysanjaya,store solo mana ya @toyotabintaro,no,jawab,,jawab
bro.do,"Hallo Bro @yoggysanjaya
 untuk saat ini Store Om Bro ada di Bandung, Jakarta, Bekasi, Tangerang,
 Yogyakarta dan Surabaya. Untuk lebih lengkapnya beserta mapnya Mas Bro 
bisa lihat di http://bro.do/id/stores #EnjoyBrodo -FSU-",no,x,,x
sprtn.piat,bro.. masih ada stok yg ini ga? ukuran 41 rencana mau order ni..,no,jawab,,jawab
alfons_29,Size 39 ada ?? Klo ada saya mau ambil satu..,no,jawab,,jawab
jojo0493,Size 38 ?,no,jawab,,jawab
bro.do,"Reappearance of Ponte.Dengan
 dua varian warna pilihan yaitu coklat dan hitam membuat Brothers nyaman
 memadu padankan Ponte dengan berbagai jenis outfit yang Brothers sukai.Om Bro harap kerinduan Brothers terhadap produk satu ini sekarang telah terobati..#PonteIsBack #menstyle #BSFW #BrodoShoesForWork #kicksinframe #leathershoes #MadeinIndonesia #SalamGentlemen.Article :Ponte Series : bit.ly/BroNewReleaseHarga : Rp 615.000Line@ : @bro.do",yes,x,,x
mickyabinery,White ponte please,no,baca,,baca
kurniawanfebri,Itu model talinya diselipin kebawah ya,no,jawab,,jawab
ben_damanik,Brodo keren2 tp sayang tokonya gak ada di kota besar semperti medan,no,baca,,baca
bro.do,Hallo Bro @ben_damanik besar keinginan Om Bro untuk membuka Store di seluruh kota di Indonesia. Doakan saja supaya Om Bro bisa segera menambah store #TosJantan -FSU-,no,x,,x
ben_damanik,Amin bro semoga secepatnya cintai produk2 indonesia itu baik.,no,baca,,baca
firdiansyahbeny,Designernya syp tuh om@bro.do,no,jawab,,jawab
prasetya_a737,Kren abis...harus punya😎😎😎,no,baca,,hitung
candramahardika,Yg sama om @bepe20  kapan nih launching...,no,jawab,,jawab
dhimasdepe,Nice 😍😍,no,baca,,hitung
jusri_,😍😍,no,baca,,hitung
bm_tampubolon,Ini sy udh punya bro,no,baca,,baca
lenindrian,"Om bro, ini sudah ready???",no,jawab,,jawab
camping.note,Wow like it!,no,baca,,hitung
anshar.hakim,Gimana cara pesan n belinya om,no,jawab,,jawab
hadrianuslesnar,"Om, s bro store qbig serpong ad gk ya stock ponte?",no,jawab,,jawab
rizamharahap,Gimana cara pesen n belinya om bro ....,no,jawab,,jawab
radityoajin,Kualitas solenya diperbaiki dulu mas.. Sebelum perluas cabang. Kalah jauh kualitasnya dengan kelas sejenis,no,baca,,baca
bro.do,"@anshar.hakim @rizamharahap
 Hi Bro, silahkan kunjungi website www.bro.do untuk keterangan lengkap 
mengenai produk Brodo beserta pemesanannya. jika bro mengalami kesulitan
 dalam pemesanan, jangan sungkan untuk menghubungi call center kami di 
08118545555. #TosJantan -TS-",no,x,,x
bro.do,@radityoajin kritik & saran diterima. makasih bro!,no,x,,x
rahmanjenny,Size 45 ada?,no,jawab,,jawab
bro.do,Hallo Bro @rahmanjenny untuk model ponte full black size 45 saat ini masih ready. Ayo segera order via website www.bro.do #TosJantan -FSU-,no,x,,x
bro.do,"Hallo bro @rahmanjenny  untuk detail harga, stok tersedia, dan gambaran produk juga pemesanan bisa langsung klik link berikut http://bro.do/id/ #enjoybrodo",no,x,,x
bro.do,Hallo bro @hadrianuslesnar untuk size berapa ?,no,x,,x
bro.do,Hallo bro @lenindrian untuk produk pontenya sudah restock bisa cek http://bro.do/id/ #SalamGentleman,no,x,,x
hadrianuslesnar,@bro.do 39 om broo,no,baca,,baca
aditya.sof,Bagus gak bii?? @egaputri30,no,abaikan,,abaikan
aditya.sof,Bagus gak bii?? @egaputrii30,no,abaikan,,abaikan
egaputrii30,Kan uda punya yg kaya gituu @aditya.sof,no,abaikan,,abaikan
darmanyosefs,"Mau pesen dua varian nih @bro.do, size 39 ready gak? Buat pengiriman ke medan brapa hari? Thanks",no,jawab,,jawab
kevinnsetiawann,@hao.92 monggo bos,no,abaikan,,abaikan
asderajat,"Saya order, tapi tidak bisa pilih size. Pls advise",no,jawab,,jawab
bro.do,"Hallo
 bro@darmanyosefs Silahkan mas Bro untuk order via website 
http://bro.do/id/ dan untuk pengiriman ke luar pulau jawa 5-7 hari bro. 
Jika ada yang kurang dimengerti silahkan hubungi CS Om Bro di telepon 
Call Center: 0811-854-5555, WhatsApp: 081224697199 atau LINE: @bro.do #TosJantan",no,x,,x
bro.do,"Hallo bro @asderajat silahkan bisa  hubungi CS Om Bro di telepon Call Center: 0811-854-5555, WhatsApp: 081224697199 atau LINE: @bro.do #TosJantan",no,x,,x
sigitpoke,Sudah ready kah min untuk store brodo makassar ?,no,jawab,,jawab
qodhyan,Om ada toko offline tidak di Jakarta?,no,jawab,,jawab
bro.do,"Hallo Bro @qodhyan
 store Jakarta beralamat di Jl. Kemang Selatan 8 No. 64 B juga di 
Kuningan City di lt. UG atau lebih lengkap beserta mapnya bisa Mas Bro 
lihat di http://bit.ly/BrodoStores . Ditunggu yah Bro #enjoybrodo -FSU-",no,x,,x
bro.do,Hallo Bro @sigitpoke mohon maaf untuk sementara Store Makassar tutup. Alternatif lainnya untuk Order silahkan kunjungi website Om Bro http://bro.do #SalamGentlemen -FSU-,no,x,,x
junisnerojr,Gudang selatan yah ? @bro.do,no,jawab,,jawab
bro.do,"Hallo Bro @junisnerojr
 store Bandung beralamat di Jalan Gudang Utara, No. 40B , Bandung atau 
lebih lengkap beserta mapnya bisa Mas Bro lihat di 
http://bit.ly/BrodoStores . Ditunggu yah Bro #enjoybrodo -FSU-",no,x,,x
barzan.saban,"Di tangerang kata nya ada di QBig BSD CITY ya, apa benar??",no,jawab,,jawab
bro.do,"Hallo Bro @barzan.saban iya betul Mas Bro, Om Bro hadir di Q-big BSD Mall Tangerang . Ayo segera merapat mas Bro #TosJantan -FSU-",no,x,,x
oshoyhady,@fitrianiiansyar,no,abaikan,,abaikan
muhammadhadiirawan,Yang ukuran 39 ada..??,no,jawab,,jawab
bro.do,"Hallo Bro @muhammadhadiirawan
 untuk saat ini produk yang Bro maksud sedang out of stock Bro. Mungkin 
Mas Bro tertarik dengan model lain bisa dicek koleksinya di 
http://bro.do/id/ #enjoybrodo -FSU-",no,x,,x
attahasrathidayatmalli,Ukurannya standar Indonesia ato luar negeri,no,jawab,,jawab
bro.do,Hallo Bro @attahasrathidayatmalli Size lokal mas Bro. Ayo segera kunjungi #TosJantan -FSU-,no,x,,x
choco_oey,Mau pesan ini hubungi kmn bisa hubungi saya 0812 8885 0790,no,jawab,,jawab
roni.hendra.399,Di jakarta pusat alamatnya d mana mas bro,no,jawab,,jawab
