no,id,content,main post,poster post,label
409,adorableprojects,"Create your own style with our product and show it with confidence! 😘ㅤㅤㅤㅤㅤㅤ'Donpea Olive Bomber Jacket IDR 179.000' Polyester, Furing Satin Quilting, Available size S,L, XL, XXLㅤㅤㅤㅤㅤㅤ'Rumus Tote Bag IDR 105.000' PU Leather, Size 35 cm x 31 cm, Handle 60 cmㅤㅤㅤㅤㅤㅤ'Quirky Tan Point Loafer IDR 165.000' Available size 37 s/d 40ㅤㅤㅤㅤㅤㅤSizenya kebesaran / kekecilan? Jangan khawatir dikita bisa dituker. Sejak 2008 tanpa tipu-tipu, returnable and refundable. Cuss langsung hub cs area kmu 😁🙏",yes,yes,x
410,melisagilb,tolong cek status orderan saya by web dong yg kemaren saya proses! 😭sampai skrg saya belum terima email dr Adorable mengenai konfirmasi ordernya. Saya udah transfer! @adorableprojects,no,no,x
411,nindysembiring_,@sri_panggabean,no,no,x
412,adorableprojects,Hi @melisagilb sebentar kak aku coba konfirmasi dlu🙏,no,yes,x
413,adorableprojects,Hi @melisagilb maaf kak sblmnya kakak sudah coba check diinbox atau spam kak?😊🙏,no,yes,x
414,melisagilb,inbox ga ada. spam?? kok masuk spam? 😅 bentar aku cek.,no,no,x
415,melisagilb,ada nih di spam. order reff ku PWOWSUTOK tgl 13/08/2017,no,no,x
416,melisagilb,@adorableprojects coba di cek orderannku ya. semoga bisa di kirim hari ini. makasiih 🙏,no,no,x
417,thitinagustina,Minta cs jakrta timur dong ka @adorableprojects,no,no,x
418,adorableprojects,Hi @melisagilb ok orderan kak tinggal kita proses ya kak😊,no,yes,x
419,adorableprojects,Hi @thitinagustina maaf tepatnya dikecamatan apa kak?😊,no,yes,x
420,thitinagustina,@adorableprojects pondok kelapa duren sawit ka,no,no,x
421,adorableprojects,"Hi @thitinagustina Kamu bs hubungi Eky, Customer Service Area KaJakarta Timur 1 (Kec. Matraman, Kec. Pulo Gadung, Kec. Cakung, Kec. Jatinegara, Kec. Duren Sawit) • SMS/Whatsapp : 089618563214 • BB Pin : D588820B • LINE : adorableprojects016",no,yes,x
422,ellanuranisa,"Kak, saya udah hubungi cs area jateng, kok tidak on ya?",no,no,x
423,adorableprojects,"Hi @ellanuranisa maaf sblmnya karena banyak chat yg masuk kak, kakak hub csnya via apa kak?😊",no,yes,x
424,adindamau,"Cs area buah batu, bandung mba thnks",no,no,x
425,ellanuranisa,Via wa kak @adorableprojects,no,no,x
426,adorableprojects,"Hi @adindamau Kamu bs hubungi Simon, Customer Service area Kota Bandung • SMS/Whatsapp : 087825394303 • BB Pin : D5305ABD • LINE : adorableprojects005",no,yes,x
427,adorableprojects,Hi @ellanuranisa no wa kakak berapa?😊,no,yes,x
428,eka_n_safitri,adorable juara . tapi alangkah lngkpnya klo sudah dikirim cust lgsg dpt resi tanpa hrus bertanya .#hanyasaranmin,no,no,x
429,adorableprojects,"Hi @eka_n_safitri heheh ok kak, makasih banyak ya kak buat sarannya 😊🙏",no,yes,x
430,mirandaliani,Minta cs tangerang dong,no,no,x
431,adorableprojects,"Hi @mirandaliani Kamu bs hubungi Anggi, Customer Service Area Tangerang • SMS/WA : 089672105734 • BB Pin : 5FE40AAE • LINE : adorableprojects025",no,yes,x
432,medika_anggun,Minta cs area blora donk kak @adorableprojects,no,no,x
433,adorableprojects,"Hi @medika_anggun Kamu bs hubungi Ricko, Customer Service area Jawa Tengah (Purwodadi, Purwokerto, Batang, Blora, Boyolali, Brebes, Cilacap, Demak, Jepara, Karanganyar, Kebumen, Kendal, Klaten, Kudus, Pati, Pemalang, Purbalingga, Purworejo, Rembang, Sragen, Sukoharjo, Banjarnegara, Temanggung, Wonogiri, Wonosobo, Magelang, Pekalongan, Salatiga, Surakarta dan Tegal)(• SMS/Whatsapp : 081222553972 • BB Pin : D5F3CB19 • LINE : adorableprojects012",no,yes,x
434,nurwavamaya,sama tan point loafer masih ready?,no,no,x
435,adorableprojects,"@nurwavamaya silahkan hub cs areanya ka, sudah ada kontaknya blm?",no,yes,x
436,amandayudiani,Kak...sy punya model sepatu ini tapi ko model yg menyilangnya gampang lepas2 yah? Apa saya perlu lem sendiri? Sedih soalnya suka sama modelnya tp kalo dipake sering lepas jadi kelewer2 gtu😭😭,no,no,x
437,adorableprojects,May this  accompany you during the days and warm you during the nights.ㅤㅤㅤㅤㅤㅤ'London Parka' IDR 175.000Material : Baby CanvasㅤㅤㅤㅤㅤㅤNavy : Available size S s/d XXLGrey : Available size S s/d XLMaroon : Available size S s/d XLBlack : Available size S s/d XXLㅤㅤㅤㅤㅤㅤUntuk detial size chart bisa langsung hub cs area kmu ya sist! 😊🙏,yes,yes,x
438,theshopscollection,Cp depok mana yah kak?,no,no,x
439,farhaniperveza,Mau dong sis bt pengiriman cibinong?,no,no,x
440,adorableprojects,"Hi @farhaniperveza Kamu bs hubungi Aji, Customer Service Cibinong • SMS/WA: 081809949256 • BB Pin : D92F59B9 • LINE : adorableprojects031",no,yes,x
441,ellanuranisa,@isnainiaisah,no,no,x
442,adorableprojects,Hi @theshopscollection tepatnya dikecamatan apa kak?,no,yes,x
443,ayusetiyaningrum,@liliskaryani,no,no,x
444,arindasafrn,"Kak,ongkir ke cepu kec.cepu kab. Blora berapa.??? @adorableprojects",no,no,x
445,risaauliasafitrii,Kak cs kalimantan barat,no,no,x
446,febyrivani,Kak cs jakarta timur,no,no,x
447,kaharyadi,Cs area bengkulu min,no,no,x
448,adorableprojects,"Hi @kaharyadi Kamu bs hubungi Deny, Customer Service Area Aceh, Sumatera Utara, Sumatera Barat, Jambi dan Bengkulu • SMS/WA : 081809098587 • BB Pin : D57AFA36 • LINE : adorableprojects011",no,yes,x
449,adorableprojects,@febyrivani tepatnya di kecamatan apa ?,no,yes,x
450,adorableprojects,"@risaauliasafitrii Kamu bs hubungi Rahmat, Customer Service Area Kalimantan • SMS/WA : 083820538647 • BB Pin : 5F48913E • LINE : adorableprojects004",no,yes,x
451,risaauliasafitrii,Ceklis kak wa nya,no,no,x
452,adorableprojects,@arindasafrn untuk ongkir sekitar 22rb kak,no,yes,x
453,arindasafrn,Ada kontak cs nya kak.? Untuk daerah cepu kab.blora,no,no,x
454,adorableprojects,"Hi @arindasafrn Kamu bs hubungi Ricko, Customer Service area Jawa Tengah (Purwodadi, Purwokerto, Batang, Blora, Boyolali, Brebes, Cilacap, Demak, Jepara, Karanganyar, Kebumen, Kendal, Klaten, Kudus, Pati, Pemalang, Purbalingga, Purworejo, Rembang, Sragen, Sukoharjo, Banjarnegara, Temanggung, Wonogiri, Wonosobo, Magelang, Pekalongan, Salatiga, Surakarta dan Tegal)(• SMS/Whatsapp : 081222553972 • BB Pin : D5F3CB19 • LINE : adorableprojects012",no,yes,x
455,a.h.i.r.a,Bisa buat cowok ga?,no,no,x
456,trisnandari,Cs sidoarjo dong kak @adorableprojects,no,no,x
457,delvi1155,Saya 1 warna merah ukuran XL,no,no,x
458,annatiqq29,Nih @rinashiroi,no,no,x
459,adorableprojects,"@trisnandari Kamu bs hubungi Adit, Customer Service area Jawa Timur (Kota Batu, Bangkalan, Banyuwangi, Blitar, Bojonegoro, Bondowoso, Gresik, Jember, Jombang, Kediri, Lamongan, Lumajang, Madiun, Magetan, Malang, Mojokerto, Nganjuk, Ngawi, Pacitan, Pamekasan, Pasuruan,Ponorogo, Probolinggo, Sampang, Sidoarjo, Situbondo, Sumenep, Trenggalek, Tuban dan Tulungagung) • SMS/Whatsapp : 083820416601 • BB Pin : D5043EB0 • LINE : adorableprojects007",no,yes,x
460,adorableprojects,Hi @a.h.i.r.a all product kita khusus buat cewek kak,no,yes,x
461,adorableprojects,"@delvi1155 silahkan hub cs araenya untuk order kak, domisilinya dikota mana kak?",no,yes,x
462,ellypramustha,Ih ini lucu ya @chandrarw_,no,no,x
463,febyrivani,"Kecamatan kramatjati, kelurahan/desa dukuh @adorableprojects",no,no,x
464,nrastikaww,lucuuukkk:p @sifauziah15,no,no,x
465,sifauziah15,Jd mau yg mana? @nrastikaww gausah ngodeee 😌,no,no,x
466,dekasarisurya,@dhanibernadetta,no,no,x
467,yatsya.putri,Lampung hubungin kemana?,no,no,x
468,neesasetyo,😍😍😍 nad beliin iniii @ibun.zizu,no,no,x
469,adorableprojects,"Hi @yatsya.putri Kamu bs hubungi Boni, Customer Service area Sumatera Selatan, Lampung, Riau, Kep. Riau dan Kep. Bangka Belitung • SMS/WA : 089618605183 • BB Pin : D5D39AE7 • LINE : adorableprojects002",no,yes,x
470,fetreew,Parka pendek dong min🙏,no,no,x
471,rizqiamelicious,Cs tegal dong kak @adorableprojects,no,no,x
472,adorableprojects,"Hi @rizqiamelicious Kamu bs hubungi Ricko, Customer Service area Jawa Tengah (Purwodadi, Purwokerto, Batang, Blora, Boyolali, Brebes, Cilacap, Demak, Jepara, Karanganyar, Kebumen, Kendal, Klaten, Kudus, Pati, Pemalang, Purbalingga, Purworejo, Rembang, Sragen, Sukoharjo, Banjarnegara, Temanggung, Wonogiri, Wonosobo, Magelang, Pekalongan, Salatiga, Surakarta dan Tegal)(• SMS/Whatsapp : 081222553972 • BB Pin : D5F3CB19 • LINE : adorableprojects012",no,yes,x
473,ellanuranisa,@isnainiaisah,no,no,x
474,nueyambew11,"Minn.. saya mau konfirmasi pembayaran, tpi csr nya udah off.. jdi nya gmna minn?",no,no,x
475,annisaima,@kenfitrian Iki lho kaakk,no,no,x
476,tkhawe,@fitriafitrianingsih lucu2,no,no,x
477,nadyanadita14,Niihh @adelistia23 @mayakurnia26 Katanya lg nyari parka,no,no,x
478,kenfitrian,Okay siap @annisaima,no,no,x
479,faniisfi,kak ini parka ada hoodienya gak?,no,no,x
480,cynthiachevirahayu,Tangerang dong sis,no,no,x
481,calynelestary,"Boleh tanya kak ? Ukuran nya , ukuran luar atau ukuran size nya indo ? Thx @adorableprojects",no,no,x
482,ikke.h,Cs jatim kak @adorableprojects,no,no,x
483,adorableprojects,Hi @nueyambew11 kakak bisa konfirmasi senin kak 😊,no,yes,x
484,adorableprojects,@calynelestary indo kak,no,yes,x
485,adorableprojects,Hi @faniisfi untuk yg ini ada kok kak😊,no,yes,x
486,adorableprojects,"Hi @cynthiachevirahayu Kamu bs hubungi Anggi, Customer Service Area Tangerang • SMS/WA : 089672105734 • BB Pin : 5FE40AAE • LINE : adorableprojects025",no,yes,x
487,cynthiachevirahayu,Tangerang selatan kak,no,no,x
488,adorableprojects,Hi @calynelestary kakak biasanya pakai size berapa?😊,no,yes,x
489,adorableprojects,"Hi @ikke.h Kamu bs hubungi Adit, Customer Service area Jawa Timur (Kota Batu, Bangkalan, Banyuwangi, Blitar, Bojonegoro, Bondowoso, Gresik, Jember, Jombang, Kediri, Lamongan, Lumajang, Madiun, Magetan, Malang, Mojokerto, Nganjuk, Ngawi, Pacitan, Pamekasan, Pasuruan,Ponorogo, Probolinggo, Sampang, Sidoarjo, Situbondo, Sumenep, Trenggalek, Tuban dan Tulungagung) • SMS/Whatsapp : 083820416601 • BB Pin : D5043EB0 • LINE : adorableprojects007",no,yes,x
490,calynelestary,Antara M atau L sih @adorableprojects,no,no,x
491,ikke.h,Oke kak siap 👍👍👍 @adorableprojects,no,no,x
492,dearimasilana,Ni mau ke cit @rachitaameleiza,no,no,x
493,andprams,Kakak ini bisa buat winter g?,no,no,x
494,rheza.echa,bro.. bagus yg abu apa maroon bro? @christianti_tri_hapsari,no,no,x
495,christianti_tri_hapsari,@rheza.echa abu2 bro,no,no,x
496,rheza.echa,ok thanks @christianti_tri_hapsari,no,no,x
497,hutaminoviyantii,bahannya tebel ga ya min?,no,no,x
498,adorableprojects,Hi @hutaminoviyantii gak terlalu tebal dan terlalu tipis kak,no,yes,x
499,adorableprojects,@calynelestary (Size M)Panjang Baju : 84cmLingkar Dada : 102cmLebar Bahu : 40cmLingkar Ketiak : 52cmPanjang Lengan Baju : 59cmLingkar Pinggang : 96cmLingkar Bawah Baju : 102cm(Size L)Panjang Baju : 86cmLingkar Dada : 106cmLebar Bahu : 42cmLingkar Ketiak : 54cmPanjang Lengan Baju : 60cmLingkar Pinggang : 98cmLingkar Bawah Baju : 104cm,no,yes,x
500,sumirat.cahya,"Utk daerah Bintaro Tangerang Selatan, menghubungi kemana ya?",no,no,x
501,adorableprojects,"Hi @sumirat.cahya Kamu bs hubungi Angga, Customer Service Area Tangerang Selatan • SMS/WA : 089621218267 • BB Pin : D4071F2E • LINE : adorableprojects010",no,yes,x
502,jhanetsp,yank @corneliuswibisono plisss,no,no,x
503,neesasetyo,Navy Ready enggak @adorableprojects,no,no,x
504,adorableprojects,"@neesasetyo ready kakak, silahkan hub cs areanya kak",no,yes,x
505,adorableprojects,"Pair this loafer with your favorite outift to make your best style! 😆ㅤㅤㅤㅤㅤㅤ'Sluvany Tan Loafer' IDR 147.000Material : PU LeatherAvailable size 35 s/d 43ㅤㅤㅤㅤㅤㅤ'Madame Tan Loafer' IDR 157.000Material : Pu LeatherAvailable size 37/38/39ㅤㅤㅤㅤㅤㅤUntuk size yg tidak tertera bisa ikut waiting list dlu via cs areanya, supaya nanti bisa dikabarin klo sudah ready 😊🙏",yes,yes,x
506,septyamiftahul,Yang sluvany yg mana ka?,no,no,x
507,deviaramd_,Ka mau cs area jogja,no,no,x
508,adorableprojects,"Hi @deviaramd_ Kamu bs hubungi Rio, Customer Service Area DI Yogyakarta • SMS/WA : 089690392401 • BB Pin : D454DCF7 • LINE : adorableprojects003",no,yes,x
509,adorableprojects,Hi @septyamiftahul yang sebelah kanan kakak,no,yes,x
510,ridhohanggaryogha,min line nya ga bsa di add udh penuh @adorableprojects,no,no,x
511,nunu_kawaii_,Kalo mau pake tag adorableootd wajib foto sendiri yah?,no,no,x
512,ayuuuuu.l,Kak aku mau order daerah tasik/ciamis bisa minta admin nya?,no,no,x
513,1107dian,"Kak kalau kabupaten Purworejo, cs nya ada gak ya? Atau yg terdekat cs daerah mana ya?",no,no,x
514,hyukyunism,Kak mau minta CS bandung yaa,no,no,x
515,adorableprojects,"Hi @hyukyunism Kamu bs hubungi Simon, Customer Service area Kota Bandung • SMS/Whatsapp : 087825394303 • BB Pin : D5305ABD • LINE : adorableprojects005",no,yes,x
516,adorableprojects,"@1107dian Kamu bs hubungi Ricko, Customer Service area Jawa Tengah (Purwodadi, Purwokerto, Batang, Blora, Boyolali, Brebes, Cilacap, Demak, Jepara, Karanganyar, Kebumen, Kendal, Klaten, Kudus, Pati, Pemalang, Purbalingga, Purworejo, Rembang, Sragen, Sukoharjo, Banjarnegara, Temanggung, Wonogiri, Wonosobo, Magelang, Pekalongan, Salatiga, Surakarta dan Tegal)(• SMS/Whatsapp : 081222553972 • BB Pin : D5F3CB19 • LINE : adorableprojects012",no,yes,x
517,adorableprojects,"@ayuuuuu.l Kamu bs hubungi Gilang, Customer Service Area Jawa Barat 2 (Area Jatinangor, Sumedang, Tasikmalaya, Garut, Banjar dan Ciamis) • SMS/Whatsapp : 083822712131 • BB Pin : D426F400 • LINE : adorableprojects008",no,yes,x
518,adorableprojects,"@ridhohanggaryogha iya kak maaf sebelumnya line cs area kita sudah full, coba via whatsapp/sms/bbm kak 🙏🏻",no,yes,x
519,auliazizahbsr,Kak CS daerah makassar? @adorableprojects,no,no,x
520,adestikomalasari,Yang 'sluvany' yang posisinya di depan ya?,no,no,x
521,ridhohanggaryogha,kalau jawa barat kmna kak?,no,no,x
522,ridhohanggaryogha,Indramayu,no,no,x
523,nurulafifah17,Sluvany yg mana ka?,no,no,x
524,shandraaprilia27,@princess_pikachu_berlian,no,no,x
525,adorableprojects,"Hi @auliazizahbsr Kamu bs hubungi Aoki, Customer Service Area Kota Makassar • SMS/Whatsapp : 085960040055 • BB Pin : D2ED4D4B • LINE : adorableprojects030",no,yes,x
526,adorableprojects,@nurulafifah17 @adestikomalasari sebelah kiri kakak,no,yes,x
527,adorableprojects,"@ridhohanggaryogha Kamu bs hubungi Endry, Customer Service Area Jawa Barat 1 (Area Sukabumi, Cianjur, Karawang, Purwakarta, Subang, Indramayu dan Majalengka, Kuningan dan Cirebon) • SMS/Whatsapp : 089682468527 • BB Pin : 5FEB9855 • LINE : adorableprojects026",no,yes,x
528,ulumhanifatus,@dindadeef,no,no,x
529,fauziaturrahmah,ada warna hitam ka?,no,no,x
530,sitirindasari_,Kak aku minta cs area bogor yaaa,no,no,x
531,adorableprojects,"Hi @sitirindasari_ Kamu bs hubungi Binar, Customer Service Area Bogor (Exclude Cibinong) • SMS/WA : 089663892800 • BB Pin : D59D4FD7 • LINE : adorableprojects018",no,yes,x
532,adorableprojects,Hi @fauziaturrahmah untuk yg mana kak?,no,yes,x
533,fauziaturrahmah,yang ada pitanya kak,no,no,x
534,adorableprojects,@fauziaturrahmah untuk sluvany tan baru rilis sarun warna kka,no,yes,x
535,mafienaca,Kak untuk area jwa timur hub sp kak,no,no,x
536,adorableprojects,"Hi @mafienaca Kamu bs hubungi Adit, Customer Service area Jawa Timur (Kota Batu, Bangkalan, Banyuwangi, Blitar, Bojonegoro, Bondowoso, Gresik, Jember, Jombang, Kediri, Lamongan, Lumajang, Madiun, Magetan, Malang, Mojokerto, Nganjuk, Ngawi, Pacitan, Pamekasan, Pasuruan,Ponorogo, Probolinggo, Sampang, Sidoarjo, Situbondo, Sumenep, Trenggalek, Tuban dan Tulungagung) • SMS/Whatsapp : 083820416601 • BB Pin : D5043EB0 • LINE : adorableprojects007",no,yes,x
537,liaasimbolon,Min mnta cs jaksel @adorableprojects,no,no,x
538,ameliafica,Ini mana yg sluvany sama madame-_- kasih nama difoto doonggg biar ga bingung huhu,no,no,x
539,reniseo,Area Tangerang csnya apa yahh???,no,no,x
540,nurmayantianita,kalau yg pita brpaan ka?,no,no,x
541,ridhohanggaryogha,@adorableprojects  min line yg 026 penuh jga,no,no,x
542,adorableprojects,Hi @liaasimbolon maaf tepatnya dikecamatan apa kak?😊,no,yes,x
543,adorableprojects,"Hi @ameliafica hhehe ok kak, untuk yg madame yg dpnya lancip kak😊",no,yes,x
544,adorableprojects,"Hi @reniseo Kamu bs hubungi Anggi, Customer Service Area Tangerang • SMS/WA : 089672105734 • BB Pin : 5FE40AAE • LINE : adorableprojects025",no,yes,x
545,adorableprojects,Hi @nurmayantianita untuk yg itu harganya 147rb kak😊,no,yes,x
546,adorableprojects,"Hi @ridhohanggaryogha iya kak maaf sebelumnya line cs area kita sudah full, coba via whatsapp/sms/bbm kak 🙏🏻",no,yes,x
547,liaasimbolon,Jagakarsa @adorableprojects,no,no,x
548,charla_2706,Kak ada wrna hitamnya @adorableprojects,no,no,x
549,articmo,Kak minta kontak untuk lampung,no,no,x
550,dhefaskd,Kak minta cs area Karawang yaa @adorableprojects,no,no,x
551,adorableprojects,"Hi @dhefaskd Kamu bs hubungi Endry, Customer Service Area Jawa Barat 1 (Area Sukabumi, Cianjur, Karawang, Purwakarta, Subang, Indramayu dan Majalengka, Kuningan dan Cirebon) • SMS/Whatsapp : 089682468527 • BB Pin : 5FEB9855 • LINE : adorableprojects026",no,yes,x
552,adorableprojects,"Hi @articmo Kamu bs hubungi Boni, Customer Service area Sumatera Selatan, Lampung, Riau, Kep. Riau dan Kep. Bangka Belitung • SMS/WA : 089618605183 • BB Pin : D5D39AE7 • LINE : adorableprojects002",no,yes,x
553,adorableprojects,"@liaasimbolon Kamu bs hubungi Hendra, Customer Service Area Jakarta Selatan 2 (Kec. Mampang Prapatan, Kec. Pancoran, Kec. Cilandak, Kec. Pasar Minggu, Kec. Jagakarsa) • SMS/WA: 083821613026 • BB Pin : 5F46D518 • LINE : adorableprojects024",no,yes,x
554,adorableprojects,Hi @charla_2706 untuk yg mana kak?,no,yes,x
555,charla_2706,Yg sblh kiri kak @adorableprojects,no,no,x
556,adorableprojects,@charla_2706 baru rilis satu warna kak,no,yes,x
557,mrsdebhy,Kak minta cs daerah bekasi kak,no,no,x
558,adorableprojects,"@mrsdebhy Kamu bs hubungi Okta, Customer Service area Kota Bekasi dan Kabupaten Bekasi (Exclude Cikarang & Cibitung) • SMS/Whatsapp : 083829114398 • BB Pin : D5B1AA61 • LINE : adorableprojects013",no,yes,x
559,finasft,Kak minta cs daerah ciracas jaktim kak,no,no,x
560,adorableprojects,"Hi @finasft Kamu bs hubungi Aldo, Customer Service Area Jakarta Timur 2 (Kec. Kramat Jati, Kec. Makasar, Kec. Pasar Rebo, Kec. Ciracas, Kec. Cipayung) • SMS/Whatsapp : 087825304238 • BB Pin : D22289CD • LINE : adorableprojects029 !!",no,yes,x
561,roriza_riza,"Minta cs jaksel , kec setiabudi",no,no,x
562,adorableprojects,"@roriza_riza Kamu bs hubungi Mul, Customer Service Area Jakarta Selatan 1 (Kec. Setiabudi, Kec. Tebet, Kec. Kebayoran Baru, Kec. Kebayoran Lama, Kec. Pesanggrahan) • SMS/WA: 083820398361 • BB Pin : 2B09D668 • LINE : adorableprojects015",no,yes,x
563,adorableprojects,"Morning! Looking so stylish this weekend? You must try this, lets check! 😘 ㅤㅤㅤㅤㅤㅤ'Bergina Grey Sling Bag' IDR 130.000PU LeatherSize 14 x 21 x 14cmHandle 30cm & 120 cm ㅤㅤㅤㅤㅤㅤ'Pruistine Mini Dress Grey' IDR 105.000Cotton SpandexAll size fit to M ㅤㅤㅤㅤㅤㅤ'Mandy Point Black Flatshoes' IDR 142.000PU LeatherAvailable size 35/37/38/39/40ㅤㅤㅤㅤㅤㅤFor more info please contact us by your csr area (09.00 - 16.00 wib)",yes,yes,x
564,riinzaah,Kak minta csr area jakarta selatan. @adorableprojects,no,no,x
565,adorableprojects,Hi @riinzaah tepatnya di kecamatan apa?,no,yes,x
566,riinzaah,Setiabudi @adorableprojects,no,no,x
567,ranid.sartika,admin depok kak?,no,no,x
568,cprimadita,kak @adorableprojects kalau ak mau return sepatu ku yg kegedean dikirim baliknya ke alamat csr yg kirimin kan?,no,no,x
569,adorableprojects,Hi @cprimadita sudah via dm ya kakak,no,yes,x
570,adorableprojects,Hi @ranyd.sartika tepatnya dikecamatan apa?,no,yes,x
571,adorableprojects,"Hi @riinzaah Kamu bs hubungi Mul, Customer Service Area Jakarta Selatan 1 (Kec. Setiabudi, Kec. Tebet, Kec. Kebayoran Baru, Kec. Kebayoran Lama, Kec. Pesanggrahan) • SMS/WA: 083820398361 • BB Pin : 2B09D668 • LINE : adorableprojects015",no,yes,x
572,ranid.sartika,kecamatan sukmajaya ka @adorableprojects,no,no,x
573,adorableprojects,"@ranyd.sartika Kamu bs hubungi Lingga, Customer Service Area Depok 2 (Kec. Sawangan, Kec. Pancoran Mas, Kec. Cipayung, Kec. Cilodong, Kec. Sukmajaya, Kec. Tapos) • SMS/WA: 083821951315 • BB Pin : D4C8B5A3 • LINE : adorableprojects028",no,yes,x
574,grace.inka,Kak csr area lampung,no,no,x
575,adorableprojects,"Hi @grace.inka Kamu bs hubungi Boni, Customer Service area Sumatera Selatan, Lampung, Riau, Kep. Riau dan Kep. Bangka Belitung • SMS/WA : 089618605183 • BB Pin : D5D39AE7 • LINE : adorableprojects002",no,yes,x
576,xenatafrina,Gak asik bgt discnya all item dong 17 % tnpa blablabla,no,no,x
577,erskys,@tyasaatikaf sptu,no,no,x
578,akhsan_saburoh99,Mau sepatunya dong ka,no,no,x
579,adorableprojects,Hi @akhsan_saburoh99 untuk size berapa kak?,no,yes,x
580,riskikadriaan,"Kak csr area Semarang ataupun jateng udah full pertemanannya, jadi ngga bisa di add lagi 😞",no,no,x
581,adorableprojects,"Hi @riskikadriaan iya kak maaf sebelumnya line cs area kita sudah full, coba via whatsapp/sms/bbm kak 🙏🏻",no,yes,x
582,mulianurul,Kak minta csr kec gunung putri kab bogor,no,no,x
583,nmekamutia,Kak ada outlet resminya ga?  Kalo daerqh bandung dimnanya yah?,no,no,x
584,hawawntrr,Cs whatsapp bekasi apa kak?,no,no,x
585,ichanisaah,@lolafitria25 ada lagi patu nyaahhh,no,no,x
586,rimapebriani,Ka kalo CS Area Sukabumi ada?,no,no,x
587,adorableprojects,"Hi @rimapebriani Kamu bs hubungi Endry, Customer Service Area Jawa Barat 1 (Area Sukabumi, Cianjur, Karawang, Purwakarta, Subang, Indramayu dan Majalengka, Kuningan dan Cirebon) • SMS/Whatsapp : 089682468527 • BB Pin : 5FEB9855 • LINE : adorableprojects026",no,yes,x
588,adorableprojects,"@hawawntrr Kamu bs hubungi Okta, Customer Service area Kota Bekasi dan Kabupaten Bekasi (Exclude Cikarang & Cibitung) • SMS/Whatsapp : 083829114398 • BB Pin : D5B1AA61 • LINE : adorableprojects013",no,yes,x
589,adorableprojects,@nmekamutia  warehouse kita di cimahi kak,no,yes,x
590,adorableprojects,"@mulianurul Kamu bs hubungi Binar, Customer Service Area Bogor (Exclude Cibinong) • SMS/WA : 089663892800 • BB Pin : D59D4FD7 • LINE : adorableprojects018",no,yes,x
591,nmekamutia,Minta alamat lengkapnya kak,no,no,x
592,adorableprojects,"Hi @nmekamutia Alamatnya :  Komp. Kavling IPTN Jl. Nusantara Raya No. 91 Cihanjuang, Cimahi (Jalan depan pabrik es diamond cihanjuang sebelum sekolah PGRI, cat rumah warna putih )",no,yes,x
593,senaerin,Ka itu total pembelanjaan 275rb dpt diskon 17%? @adorableprojects,no,no,x
594,adorableprojects,@senaerin sekarang sudah tidak berlaku kakak,no,yes,x
595,adorableprojects,"Some say they love something not only for what it is, but also for what they become when they’re wearing it👌ㅤㅤㅤㅤㅤㅤ'Dodora Navy Clutch IDR 120.000' Size 14 cm x 21 cm x 7 cm, Handle 113 cm (Adjustable)ㅤㅤㅤㅤㅤㅤ'Hemera Navy Mini Heels IDR 170.000' Heels 3,5 cm, Available size 35 s/d 43ㅤㅤㅤㅤㅤㅤPengen foto kamu direpost? Tag kita dan pastikan profile km ga diprivate. Upload foto terkece kamu dengan gaya yg terbaik 😊👌",yes,yes,x
596,ikigai_corner,Kak @adorableprojects hemera yg black kapan restock?,no,no,x
597,adorableprojects,Hi @ikigai_corner klo mau kakak bisa ikut wiating dlu ke cs areanya ya kak😊,no,yes,x
598,silviwulandini,Minta cp utk wilayah medan kak @adorableprojects,no,no,x
599,maretaintans,Minta cp untuk wilayah sby kak @adorableprojects,no,no,x
600,adorableprojects,@maretaintans  Area Surabaya (Ryu) • SMS/Whatsapp : 083820668920 • BB Pin : D4FCA501 • LINE : adorableprojects020,no,yes,x
601,adorableprojects,"@silviwulandini Area Aceh, Sumatera Utara, Sumatera Barat, Jambi dan Bengkulu (Deny) • SMS/Whatsapp : 081809098587 • BB Pin : D57AFA36 • LINE : adorableprojects011",no,yes,x
602,setiastty,Area makassar min @adorableprojects,no,no,x
603,adorableprojects,"Hi @setiastty Kamu bs hubungi Aoki, Customer Service Area Kota Makassar • SMS/Whatsapp : 085960040055 • BB Pin : D2ED4D4B • LINE : adorableprojects030.",no,yes,x
604,nrlkhlfh,Area jakbar ka,no,no,x
605,adorableprojects,"Hi @nrlkhlfh Kamu bs hubungi Ace, Customer Service Area Jakarta Barat • SMS/WA: 083820678137 • BB Pin : D4863AD8 • LINE : adorableprojects001.",no,yes,x
606,neng_naim,area kalimantan selatan kak,no,no,x
607,adorableprojects,"Hi @neng_naim Kamu bs hubungi Rahmat, Customer Service Area Kalimantan • SMS/WA : 083820538647 • BB Pin : 5F48913E • LINE : adorableprojects004.",no,yes,x
608,putripsari,Min minta cp jakarta timur dong,no,no,x
609,zenitapermataa,Jogja dong kak😊,no,no,x
610,adorableprojects,Hi @putripsari maaf tepatnya dikecamatan apa kak?😊,no,yes,x
611,adorableprojects,"Hi @zenitapermataa Kamu bs hubungi Rio, Customer Service Area DI Yogyakarta • SMS/WA : 089690392401 • BB Pin : D454DCF7 • LINE : adorableprojects003",no,yes,x
612,putripsari,Kec. Makasar ka😀,no,no,x
