no,Kalimat Awal,Kalimat Hasil Preproses,Label Awal,Label Exp1,,Label Exp2,,Label Exp3,,Label Exp4,
1210,Kak aku mau order dari Ciputat.. Csnya mana??,kak order ciputat _tanda_titik_ csnya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1211,Kalau di luar pulau jawa kayak saya di papua gmana ada CS nya,pulau jawa _daerah_ customer service nya ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1212,Boleh tag yg pink?,tag ping _tanda_tanya_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
1213,Jakpus di mana ordernya ???,_daerah_ ordernya _tanda_tanya_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
1214,Bogor gimana ordernya ?,_daerah_ ordernya _tanda_tanya_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
1215,@adorableprojects kak backpack nya itu ada rain cover dan warna lain?  Minta detail backpack nya, _mentionpemilik_ kak backpack nya rain cover warna _tanda_tanya_ detail backpack nya ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1216,yg ready warna ini aja yaaaa,warna iya ,jawab,abaikan,false,jawab,true,jawab,true,abaikan,false
1217,Ka cs tasikmalaya ada?,kakak customer service _daerah_ _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1218,Kak bisa liat size chart nya gak,kak lihat ukuran chart nya ,jawab,jawab,true,jawab,true,jawab,true,abaikan,false
1219,Size 40/41,ukuran _angka_ _angka_ ,jawab,abaikan,false,jawab,true,jawab,true,abaikan,false
1220,Gak ada 39 nya 😂,_angka_ nya _emot_pos_ ,baca,jawab,false,baca,true,baca,true,baca,true
1221,yang kirwood,kirwood ,jawab,abaikan,false,baca,false,baca,false,jawab,true
1222,Kalo minggu cs ga on ya min?,minggu customer service on iya min _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1223,Minta cs jateng min,customer service _daerah_ min ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1224,"Ka cs jakarta timur dong, kecamatan pasar rebo.",kakak customer service _daerah_ timur kecamatan pasar rabu _tanda_titik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1225,Kak siera sandals yg ukuran 38 detail panjang dan lebarnya boleh kasih info?,kak siera sandals ukuran _angka_ detail lebarnya informasi _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,abaikan,false
1226,Ka area jatim bs hub cs mana ya?,kakak area _daerah_ hubungi customer service iya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1227,Yang sierra 😊,sierra _emot_pos_ ,jawab,abaikan,false,baca,false,baca,false,baca,false
1228,Kak mnta cs jawa surabaya,kak mnta customer service jawa _daerah_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1229,Cantik yg hitam kan? @nola_indrianisihombing,cantik hitam _tanda_tanya_ _mentionteman_ ,abaikan,baca,false,jawab,false,jawab,false,abaikan,true
1230,Kak mnta cs jawa surabaya,kak mnta customer service jawa _daerah_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1231,cantik @rossameilina_harahap,cantik _mentionteman_ ,abaikan,baca,false,abaikan,true,abaikan,true,abaikan,true
1232,Kak minta cs daerah Lampung dong,kak customer service daerah _daerah_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1233,@allysalinda, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1234,@adorableprojects size 40nya ga ad kak?, _mentionpemilik_ ukuran _angka_ nya kak _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1235,Minnnn....cs tangerang min,min _tanda_titik_ customer service _daerah_ min ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1236,Min kalo kirwood yg nude sama maroon habis ya? @adorableprojects,min kirwood nude maroon habis iya _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1237,Beda sm admin line ya?,beda sm admin line iya _tanda_tanya_ ,jawab,baca,false,jawab,true,jawab,true,jawab,true
1238,Kaa itu harga promo apa gimna?  Trus ampe kapan?,kaa harga promo _tanda_tanya_ ampe _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1239,Mbaaaa @wiraratna,kakak perempuan _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1240,Sierra sandal nya ada yg brown / navy nggak kak?,sierra sandal nya brown navy kak _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1241,Antara 39-40 min @adorableprojects,_angka_ - _angka_ min _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1242,Ka kirwood yang maroon ukuran 40 udh ada blm ya? @adorableprojects,kakak kirwood maroon ukuran _angka_ iya _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1243,Aini look @ainiainulinsani,aini _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1244,Udh @inabiyyu517 udh mba cs nya tutup aku dm aja uknya brp ?,_mentionteman_ kakak perempuan customer service nya tutup dm uknya _tanda_tanya_ ,abaikan,jawab,false,abaikan,true,abaikan,true,jawab,false
1245,MAAUUUUUUUUUUUUUUUU 😢😢😢😢😢😢😢 @fatiiimeh,maau _emot_neg_ _emot_neg_ _emot_neg_ _emot_neg_ _emot_neg_ _emot_neg_ _emot_neg_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1246,"Yaudah pesen buru, cek contactnya buat area jakbar @ainiainulinsani",ya pesan _daerah_ cek contactnya area _daerah_ _mentionteman_ ,abaikan,jawab,false,abaikan,true,abaikan,true,abaikan,true
1247,Sayang mau itu yg hitam plis .. Aku gak bisa trf :( @23griv,sayang hitam mohon _tanda_titik_ trf :( _mentionteman_ ,abaikan,jawab,false,abaikan,true,abaikan,true,baca,false
1248,Sayang ku kamu kan 41 @rahmaheee,sayang ku _angka_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1249,Tp kalo yg black ready min? @adorableprojects,black min _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1250,atau yg ini :( @vickysilvianuzul,:( _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1251,Ini @fatzha,_mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1252,@vickysilvianuzul gue mah gabutuh pendapat jir :(, _mentionteman_ mah butuh pendapat anjing :( ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1253,"Kak, tolong cek DM ya. Terima kasih.",kak tolong cek dm iya _tanda_titik_ terima _tanda_titik_ ,jawab,abaikan,false,baca,false,baca,false,abaikan,false
1254,"@adorableprojects mau nanya, kontak cs jakbar kok dicari not found ya?", _mentionpemilik_ kontak customer service _daerah_ dicari not found iya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1255,Yg sierra sandals ada size 40 ga kak?,sierra sandals ukuran _angka_ kak _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,abaikan,false
1256,Ka mau cs jakarta barat,kakak customer service _daerah_ barat ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1257,@blackcactuss jekkkk lu kidu liat yg itemnyaaa😍😍😍😍, _mentionteman_ jek kidu lihat itemnya _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1258,@blackcactuss jekkkk lu kidu liat yg itemnyaaa😍😍😍😍, _mentionteman_ jek kidu lihat itemnya _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1259,Area Kendal contactny kak?,area _daerah_ contactnya kak _tanda_tanya_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
1260,Ahhh cintak!! Beliin donkkk @momoudy,mengeluh cintak _tanda_seru_ belikan donk _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1261,"yaolohhhh jek, gua jual ginjal dulu ya bentar @blackcactuss",yaoloh jek jual ginjal iya sebentar _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1262,Ka ak mau sandal nya dong no 36,kakak sandal nya nomor _angka_ ,jawab,baca,false,jawab,true,jawab,true,jawab,true
1263,"Saya mau beli sierra kak,  kontaknya dimana yaa?",beli sierra kak kontaknya dimana iya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1264,Kak cs area denpasar-bali berapa ?,kak customer service area _daerah_ - _daerah_ _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1265,@adorableprojects, _mentionpemilik_ ,abaikan,abaikan,true,baca,false,baca,false,jawab,false
1266,distore cimahi ada gak kaa??,distore _daerah_ kaa _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1267,Cs tangerang dong kak,customer service _daerah_ kak ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1268,Size 40 kak @adorableprojects,ukuran _angka_ kak _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,abaikan,false
1269,Wahahahahahahy iki kudu pesen lagi ya kayanya hahahay #berdasarkansurvey,wahy iki pesan iya hay _hashtag_ sarkansurvey ,baca,jawab,false,jawab,false,jawab,false,jawab,false
1270,Suka sepatu nyaa...,suka sepatu nyaa _tanda_titik_ ,baca,baca,true,baca,true,baca,true,baca,true
1271,Sis kalo mao pesen kirwood ke no wa brp y? Jakarta posisinya,kakak perempuan pesan kirwood nomor wa _tanda_tanya_ _daerah_ posisinya ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1272,Makasi ka. Ka mau tnya kalau udh tf lewat web hari ini kira2 smpenya kapan ya ka,terima kasih kakak _tanda_titik_ kakak tf web _angka_ smpenya iya kakak ,jawab,jawab,true,baca,false,baca,false,jawab,true
1273,Mohon bantuannya makasi,mohon bantuannya terima kasih ,jawab,abaikan,false,baca,false,baca,false,baca,false
1274,Kirwood slip on black size 40 brp cm ya? @adorableprojects,kirwood slip on black ukuran _angka_ cm iya _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1275,Cs jakarta ? Saya tertarik sierra nya,customer service _daerah_ _tanda_tanya_ tertarik sierra nya ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1276,Kak yg kirwood itu ukuran 40 indo apa luar?,kak kirwood ukuran _angka_ indo _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,abaikan,false
1277,Mbak etna @etnanur itu flatshoes yg item bagus,mbak etna _mentionteman_ flatshus hitam bagus ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1278,@teddyhadia17 mau 22nya, _mentionteman_ _angka_ nya ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1279,Cs malang ada nggk kak?? Atau jatim?,customer service _daerah_ kak _tanda_tanya_ _daerah_ _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1280,Jakarta utara sis,_daerah_ utara kakak perempuan ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
1281,"Minta contact CS cengkareng, jakarta barat min sis @adorableprojects",kontak customer service cengkareng _daerah_ barat min kakak perempuan _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1282,"Min, Kalau size kebesaran or kekecilan bisa di return? @adorableprojects",min ukuran or mengembalikan _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1283,Cp utk wilayah bekasi dong kak :),wilayah _daerah_ kak :) ,jawab,jawab,true,jawab,true,jawab,true,baca,false
1284,Saya minta ca untuk daerah karawaci dong ka,ca daerah karawaci kakak ,jawab,jawab,true,jawab,true,jawab,true,abaikan,false
1285,"Td dah cek web, yg hitam ini tulisanya kehabisan, jd gmn min ? @adorableprojects",cek web hitam tulisanya kehabisan min _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1286,Sepatu yang item itu masih ready ga? @adorableprojects,sepatu hitam _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1287,Mau tanya untuk sierra sandalsnya warna ada yg lain gak?  Atau hanya itu aja warnanya?  @adorableprojects,sierra sandalsnya warna _tanda_tanya_ warnanya _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1288,@n.yulianti14, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1289,"Kalau mau order gimana yah, area bandung barat? @adorableprojects",order kecewa area _daerah_ barat _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1290,Kakk cs jkt barat apa ya,kakk customer service _daerah_ barat iya ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1291,@iaraiar yar sandaalnyaaa, _mentionteman_ yar sandaalnya ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1292,Kak untuk order area semarang gimana?,kak order area _daerah_ _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1293,Area kab.cirebon gimana ordernya kak ? @adorableprojects,area kabupaten _tanda_titik_ _daerah_ ordernya kak _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1294,@adorableprojects kok id line jakbar gakbisa di search yah?, _mentionpemilik_ id line _daerah_ cari kecewa _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1295,Kak kirwood nya size 37 gada ya,kak kirwood nya ukuran _angka_ gada iya ,jawab,jawab,true,jawab,true,jawab,true,abaikan,false
1296,Kak kirwoodnya size 37 dong,kak kirwoodnya ukuran _angka_ ,jawab,jawab,true,jawab,true,jawab,true,abaikan,false
1297,Ka yg hitam masih ad?,kakak hitam _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1298,Jakarta selatan ka,_daerah_ selatan kakak ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1299,Puyeng ieuk nah fotonya muter2,puyeng ayo fotonya memutar _angka_ ,baca,abaikan,false,abaikan,false,abaikan,false,jawab,false
1300,Kak @adorableprojects fotonya kebalik min 😂,kak _mentionpemilik_ fotonya terbalik min _emot_pos_ ,baca,jawab,false,jawab,false,jawab,false,jawab,false
1301,Kak CS mksr donk @adorableprojects,kak customer service mksr _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1302,april mop @adorableprojects ?,april mop _mentionpemilik_ _tanda_tanya_ ,baca,abaikan,false,jawab,false,jawab,false,abaikan,false
1303,April mop gt ya maksdnya? Wqwq,april mop iya maksdnya _tanda_tanya_ tertawa ,baca,abaikan,false,jawab,false,jawab,false,abaikan,false
1304,Kasih flatshoes aja wkwkwkw @restuchy,flatshus wkw _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1305,Kak CS jakarta utara donk @adorableprojects,kak customer service _daerah_ utara _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1306,Itu blouse panjang tangannya seperempat ya min? Atau panjang kaya biasa?,blouse tangannya seperempat iya min _tanda_tanya_ kaya _tanda_tanya_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
1307,Tas gajah mamii lucuu @naenaimah,tas gajah mamii lucuu _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1308,Sistt untuk kabupaten bandung daerah bojong soang ngebuhungin kemana ya,sistt kabupaten _daerah_ daerah bojong soang ngebuhungin kemana iya ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1309,"Ini kenapa dibalik balik fotonya,pusing saya 😂",dibalik fotonya pusing _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,abaikan,false
1310,Kok kesel yaa liatnya mesti balik hp dulu haha,kesal iya liatnya semestinya handphone tertawa ,baca,jawab,false,baca,true,baca,true,abaikan,false
1311,Kok fotonya kebalik semua kak 😑,fotonya terbalik kak _emot_netral_ ,baca,jawab,false,baca,true,baca,true,jawab,false
1312,April mop? Bhahaha,april mop _tanda_tanya_ bha ,baca,abaikan,false,jawab,false,jawab,false,abaikan,false
1313,"Bajunya bagus bgt, tp syg 3/4  @adorableprojects coba klo panjang :(",bajunya bagus banget sayang _angka_ _angka_ _mentionpemilik_ coba :( ,baca,baca,true,baca,true,baca,true,baca,true
1314,Kudu pisan di bolak balik poto na min? :(,bolak foto na min _tanda_tanya_ :( ,baca,jawab,false,jawab,false,jawab,false,abaikan,false
1315,"Ka ko foto""nya pd kebalik hehe @adorableprojects","kakak ko foto""nya terbalik tertawa _mentionpemilik_ ",baca,jawab,false,jawab,false,jawab,false,baca,true
1316,Ini flatshose nya ada yg wrna hitam aja ka?,flatshose nya wrna hitam kakak _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1317,Ko kebalik ftonya,ko terbalik ftonya ,baca,abaikan,false,jawab,false,jawab,false,jawab,false
1318,Sepatunya  @hssiska,sepatunya _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1319,Fotonya kebalik ka wkakak,fotonya terbalik kakak wkakak ,baca,baca,true,baca,true,baca,true,abaikan,false
1320,LD blouse brownnya brp kakk hehe,ld blouse brownnya kakk tertawa ,jawab,jawab,true,abaikan,false,abaikan,false,baca,false
1321,Min saya minta cs medan dong dr kemarin gak ada balesan,min customer service _daerah_ kemarin balasan ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1322,"Dibolak balik potona, kudu kitu? 😂 @adorableprojects",dibolak potona kitu _tanda_tanya_ _emot_pos_ _mentionpemilik_ ,baca,abaikan,false,jawab,false,jawab,false,baca,true
1323,Kak minta cs daerah depok kak,kak customer service daerah _daerah_ kak ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1324,"Halo ka, blousenya cuma satu warna kah?",hallo kakak blousenya warna kah _tanda_tanya_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
1325,@adorableprojects edaaaannn ngahajakeun pisan wkwkwkwk😂😂😁, _mentionpemilik_ gila ngahajakeun tertawa _emot_pos_ _emot_pos_ _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,baca,true
1326,Cs daerah palembang sumatra selatan kak,customer service daerah _daerah_ sumatra selatan kak ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1327,Klo sulawesi bisa minta nmor csx...,sulawesi nomor csnya _tanda_titik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1328,Biar dikata apa min difoto terbalik,biar dikata min difoto terbalik ,baca,jawab,false,baca,true,baca,true,abaikan,false
1329,Min flatshoesnya masih? Cs daerah purwokerto dong min,min flatshusnya _tanda_tanya_ customer service daerah purwokerto min ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1330,Potonya kebalik😈,potonya terbalik _emot_neg_ ,baca,abaikan,false,baca,true,baca,true,baca,true
1331,"Kak, fotonya emang kebalik yah? Wkwk",kak fotonya terbalik kecewa _tanda_tanya_ tertawa ,abaikan,abaikan,true,jawab,false,jawab,false,abaikan,true
1332,bener,,abaikan,abaikan,true,baca,false,baca,false,baca,false
1333,Sengaja dibalik soalnya aprilmop ya kak hehe,sengaja dibalik aprilmop iya kak tertawa ,baca,jawab,false,jawab,false,jawab,false,baca,true
1334,Kebalik;(,kebalik ; ( ,baca,abaikan,false,baca,true,baca,true,abaikan,false
1335,Kak klw ke mksr pesannya gmna?? @adorableprojects,kak mksr pesannya gmna _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1336,Kok kebalik ya kak??,terbalik iya kak _tanda_tanya_ ,abaikan,jawab,false,jawab,false,jawab,false,jawab,false
1337,"Kak mnta Info CS dong , saya dari Bali",kak mnta informasi customer service _daerah_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1338,Cuman ada satu warna ya sis parka nya @adorableprojects,warna iya kakak perempuan parka nya _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1339,Cs bogor dong ka,customer service _daerah_ kakak ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1340,Cs demak jateng ada kak?,customer service _daerah_ _daerah_ kak _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1341,CS bandung kaaak,customer service _daerah_ kak ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1342,cs ciracas jaktim dong ka,customer service ciracas _daerah_ kakak ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1343,iki kebalik... hehe,iki terbalik _tanda_titik_ tertawa ,baca,abaikan,false,baca,true,baca,true,baca,true
1344,suka bgt sama parkanya... coba byk warna,suka banget parkanya _tanda_titik_ coba warna ,jawab,baca,false,baca,false,baca,false,baca,false
1345,cs samarinda kaltim ada ga kak?,customer service _daerah_ _daerah_ kak _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1346,aqu udh punya.. sudah mendarat dirumah aku hehhe,_tanda_titik_ mendarat dirumah hehhe ,abaikan,baca,false,baca,false,baca,false,baca,false
1347,kebalik min:(,terbalik min : ( ,baca,baca,true,jawab,false,jawab,false,baca,true
1348,"oalah, haha sip",oalah tertawa oke ,baca,baca,true,baca,true,baca,true,baca,true
1349,Kak sepatu nya yg warna putih ada gak?,kak sepatu nya warna putih _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1350,@adorableprojects kak parkanya item aja?, _mentionpemilik_ kak parkanya hitam _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1351,Ndun ada yg item tasnyaaa 😎😎 @indiatyr,ndun hitam tasnya _emot_pos_ _emot_pos_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1352,@adorableprojects kalau mau langsung ke toko bisa? Tutup jamberapa ya?, _mentionpemilik_ langsung toko _tanda_tanya_ tutup jamberapa iya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1353,@adorableprojects yg size 42 sepatunya ready warna apa aja ya?, _mentionpemilik_ ukuran _angka_ sepatunya warna iya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1354,cs jaksel tebet dong kakk,customer service _daerah_ tebet kakk ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1355,ka mau tanya kalau adorable ada produk jaket tebal buat musim dingin ga ?? @adorableprojects 🙏,kakak adorable produk jaket tebal musim dingin _tanda_tanya_ _mentionpemilik_ _emot_netral_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1356,Ini ceritanya April mop gitu ya postingannya pada kebalik 😂,ceritanya april mop iya postingannya terbalik _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,abaikan,false
1357,Cs mksr donk kak @adorableprojects,customer service mksr kak _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1358,@ambaryani97, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1359,Boljug @erlinwid,_mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1360,@adorableprojects iyaa sis yg model platform rendeveous?, _mentionpemilik_ iyaa kakak perempuan model platform rendeveous _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1361,Bisa kirim full pict sendalnya?,kirim full gambar sendalnya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1362,Kok kebalik ya gambar nya?,terbalik iya gambar nya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1363,@endrikagusp yang parka ini, _mentionteman_ parka ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1364,Jaketnya brp kak,jaketnya kak ,jawab,jawab,true,baca,false,baca,false,jawab,true
1365,@adorableprojects tasnya ukuran brpa ya kak?, _mentionpemilik_ tasnya ukuran iya kak _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1366,Min minta cs bogor,min customer service _daerah_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1367,Kak buat cs sukabumi brpa wa nya,kak customer service _daerah_ wa nya ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1368,Kalau jaketnya aja boleh,jaketnya ,jawab,abaikan,false,baca,false,baca,false,baca,false
1369,Parka'a bisa bolak balik ga kak?,parka'a bolak kak _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1370,"Min jangan di balik dong fotonya, Kasian yang on di PC ga bisa muterinnya😣",min fotonya kasihan on pc muterinnya _emot_netral_ ,jawab,jawab,true,baca,false,baca,false,abaikan,false
1371,"Min kok kebalik gini fotonya:"")","min terbalik fotonya: "" ) ",baca,baca,true,jawab,false,jawab,false,baca,true
1372,Min pusing liat fotonya :''' wkwkwk,min pusing lihat fotonya : '' ' tertawa ,baca,baca,true,baca,true,baca,true,baca,true
1373,Ini tas nya kecil bgt apa sedeng sih?,tas nya banget sedeng sih _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1374,Kok post nya selalu kebalik trs sih min bikin pusing tauk  @adorableprojects,kiriman nya terbalik sih min pusing _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1375,Min pusing,min pusing ,baca,baca,true,jawab,false,jawab,false,jawab,false
1376,"Min, keterangan ukuran parkanya dong, LD nya gitu.",min keterangan ukuran parkanya ld nya _tanda_titik_ ,jawab,jawab,true,jawab,true,jawab,true,abaikan,false
1377,APRIL MOP INI YA 😂😂😂,april mop iya _emot_pos_ _emot_pos_ _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,abaikan,false
1378,"L, XL dan XXL dong kak.",l xl xxl kak _tanda_titik_ ,jawab,abaikan,false,jawab,true,jawab,true,abaikan,false
1379,Min itu parka nya panjangnya sampe paha kah? @adorableprojects,min parka nya panjangnya paha kah _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1380,tinggi tas nya brp cm kak,tas nya cm kak ,jawab,jawab,true,baca,false,baca,false,jawab,true
1381,Kak cs sukabumi @adorableprojects,kak customer service _daerah_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1382,@fauzan2555 beliin dund, _mentionteman_ belikan ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
1383,uk brp ja sis,uk kakak perempuan ,jawab,jawab,true,baca,false,baca,false,jawab,true
1384,Ada saku dalam nya ga kaa?,saku nya kaa _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1385,"Itu ada ukuran brpa aj sis,,, wrna ny cuman itu aja? @adorableprojects",ukuran kakak perempuan wrna ny _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
1386,Ada ukuran atau all size,ukuran all ukuran ,jawab,jawab,true,jawab,true,jawab,true,abaikan,false
1387,Kalo depok adminnya berpaa ya contactnya,_daerah_ adminnya berpaa iya contactnya ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
1388,@adorableprojects, _mentionpemilik_ ,abaikan,abaikan,true,baca,false,baca,false,jawab,false
1389,Anti air kak?,anti air kak _tanda_tanya_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
1390,Kak ngirim ke Jogja gmna cara ngrimny,kak mengirim jogja gmna ngrimnya ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
